date,HOME DEPOT,MCDONALDS,BOOKING,TJX,LOWES,STARBUCKS,OREILLY AUTOMOTIVE,DOORDASH,NIKE,CHIPOTLE MEXICAN GRILL,ROYAL CARIBBEAN GROUP,AUTOZONE,HILTON WORLDWIDE,MARRIOTT INTERNATIONAL,AIRBNB,GENERAL MOTORS,ROSS STORES,YUM BRANDS,FORD MOTOR CO,LULULEMON ATHLETICA,CARVANA,EBAY,D R HORTON,COUPANG,GARMIN,TRACTOR SUPPLY,DARDEN RESTAURANTS,CARNIVAL,LENNAR A,ULTA BEAUTY,EXPEDIA GROUP,PULTEGROUP,NVR,WILLIAMS SONOMA,DUOLINGO,TAPESTRY,GENUINE PARTS,DOMINOS PIZZA,DECKERS OUTDOOR,APTIV,DRAFTKINGS,BURLINGTON STORES,BEST BUY,LAS VEGAS SANDS,TEXAS ROADHOUSE,RIVIAN AUTOMOTIVE,SOMNIGROUP INTERNATIONAL,RALPH LAUREN,POOL,SERVICE,TOLL BROTHERS,LKQ,ARAMARK,CARMAX,WINGSTOP,DICKS SPORTING,WYNN RESORTS,HASBRO,PLANET FITNESS,TOPBUILD,LITHIA MOTORS,SKECHERS USA,H&R BLOCK,NORWEGIAN CRUISE LINE,MURPHY USA,BRINKER INTERNATIONAL,DUTCH BROS,FLOOR DECOR,MGM RESORTS INTERNATIONAL,BORGWARNER,ETSY,CHURCHILL DOWNS,FIVE BELOW,WYNDHAM HOTELS RESORTS,BATH AND BODY WORKS,MATTEL,SHARKNINJA,CAVA GROUP,GRAND CANYON EDUCATION,STRIDE,VAIL RESORTS,HYATT HOTELS,CAESARS ENTERTAINMENT,TAYLOR MORRISON HOME,CROCS,GROUP AUTOMOTIVE,MOHAWK INDUSTRIES,ADTALEM GLOBAL EDUCATION,URBAN OUTFITTERS,GENTEX,BOOT BARN,MODINE MANUFACTURING,LEAR,AUTONATION,BOYD GAMING,ASBURY AUTOMOTIVE GROUP,MERITAGE,VALVOLINE,SHAKE SHACK,PVH,GAP,WHIRLPOOL,VF,FRONTDOOR,THOR INDUSTRIES,WAYFAIR,ABERCROMBIE AND FITCH,BRUNSWICK,INSTALLED BUILDING PRODUCTS,CHAMPION HOMES,KONTOOR BRANDS,CHOICE HOTELS INTERNATIONAL,DORMAN PRODUCTS,KB HOME,AMER SPORTS,CAVCO INDUSTRIES,SIGNET JEWELERS,ACADEMY SPORTS AND OUTDOORS,ADT,GOODYEAR TIRE & RUBBER,MACYS,GRAHAM  COMPANY,ADVANCE AUTO PARTS,LAUREATE EDUCATION,HILTON GRAND VACATIONS,HARLEY DAVIDSON,M I HOMES,BIRKENSTOCK,TRI POINTE HOMES,YETI,PERDOCEO EDUCATION,PENN ENTERTAINMENT,PELOTON INTERACTIVE,CHEESECAKE FACTORY,LIFE TIME GROUP,MARRIOTT VACATIONS WORLDWIDE,NEWELL BRANDS,LCI INDUSTRIES,POLARIS,VISTEON,LUCID GROUP,WENDYS,STRATEGIC EDUCATION,CAPRI,WARBY PARKER,PHINIA,LA-Z-BOY,COLUMBIA SPORTSWEAR,AMERICAN EAGLE OUTFITTERS,ACUSHNET,FOOT LOCKER,UNIVERSAL TECHNICAL INSTITUTE,GREEN BRICK PARTNERS,STEVEN MADDEN,HANESBRANDS,NATIONAL VISION,UNITED PARKS AND RESORTS,VICTORIA S SECRET,INTERNATIONAL GAME TECHNOLOGY,DILLARDS,PAPA JOHNS INTERNATIONAL,QUANTUMSCAPE,UPBOUND GROUP,ADIENT,WOLVERINE WORLD WIDE,CENTURY COMMUNITIES,SWEETGREEN,EVERI,LEGGETT & PLATT,SONOS,UNDER ARMOUR,WINMARK,COURSERA,SUPER GROUP,CARTERS,LENNAR,FOX FACTORY,LGI HOMES,BUCKLE,BJS RESTAURANTS,WINNEBAGO INDUSTRIES,LOLN EDUCATIONAL SERVICES,CAMPING WORLD,SALLY BEAUTY,OXFORD INDUSTRIES,XPEL,KOHLS,SONIC AUTOMOTIVE,TOPGOLF CALLAWAY BRANDS,GENTHERM,THREDUP,SABRE,REVOLVE GROUP,BEAZER HOMES,DAVE AND BUSTERS ENTERTAINMENT,BUILD A BEAR WORKSHOP,PLAYAGS,HELEN OF TROY,FIGS,BLOOMIN BRANDS,UDEMY,CARRIAGE SERVICES,DREAM FINDERS HOMES,ETHAN ALLEN INTERIORS,ODP,MALIBU BOATS,THE REALREAL,STANDARD MOTOR PRODUCTS,STURM RUGER,GOLDEN ENTERTAINMENT,ACCEL ENTERTAINMENT,SMITH WESSON BRANDS,CALERES,PURSUIT ATTRACTIONS AND HOSPITALIT,HOVNANIAN ENTERPRISES,COOPER STANDARD,LINDBLAD EXPEDITIONS,ARHAUS,LANDSEA HOMES,KURA SUSHI USA,DINE BRANDS GLOBAL,POTBELLY,SHOE CARNIVAL,JACK IN THE BOX,KINDERCARE LEARNING,AMERICAS CAR MART,FIRST WATCH RESTAURANT GROUP,ARKO,HAVERTY FURNITURE,MASTERCRAFT BOAT,EVGO,CRICUT,LOVESAC COMPANY,SAVERS VALUE VILLAGE,BEYOND,MOVADO GROUP,JAKKS PACIFIC,GENESCO,ZUMIEZ,TARGET HOSPITALITY,DENNYS,KRISPY KREME,DESIGNER BRANDS,SLEEP NUMBER,HOOKER FURNISHINGS,SOLID POWER,INSPIRED ENTERTAINMENT,ONEWATER MARINE,OUTDOOR,XPONENTIAL FITNESS,JOHNSON OUTDOORS,EUROPEAN WAX CENTER,CHEGG,STONERIDGE,LESLIES,GROWGENERATION,FUNKO,IROBOT,GOPRO,LUMINAR TECHNOLOGIES
2025-04-07,58,67,73,71,57,47,0,54,72,16,0,58,0,58,79,80,11,47,0,0,80,87,0,51,72,50,57,69,100,19,0,0,84,65,73,92,93,37,0,81,49,13,65,0,25,0,0,66,38,93,80,79,78,72,41,47,0,12,34,0,0,0,42,55,63,0,40,69,0,0,87,2,49,0,50,29,45,0,0,79,13,89,50,0,40,86,0,0,64,52,57,0,100,89,0,0,75,60,52,29,80,73,87,52,0,53,50,90,0,58,100,0,0,38,0,0,0,47,70,0,65,69,56,0,88,66,0,50,58,57,0,0,0,30,97,0,46,0,70,0,100,49,50,40,69,0,52,74,46,48,46,56,0,0,0,85,0,0,0,67,0,0,0,61,0,82,72,0,0,52,66,0,91,58,76,93,52,49,76,0,0,0,58,64,0,77,71,0,0,0,67,81,0,68,0,0,0,64,43,70,41,0,0,0,83,75,58,0,0,0,0,0,0,0,0,0,0,54,0,0,0,48,47,64,0,0,0,0,0,0,41,71,0,0,71,0,84,0,66,0,45,22,54,63,0,85,0,0,47,0,0,68,90,72,43,0,70,39,55,0
2025-04-08,55,59,74,68,61,48,0,58,69,26,0,61,0,100,79,82,10,39,0,0,82,87,0,59,64,49,47,63,63,19,0,0,84,61,78,96,100,33,0,62,55,13,61,64,23,0,0,61,37,90,81,92,93,62,39,47,0,12,33,0,0,0,44,68,74,0,39,66,0,48,86,2,47,0,43,25,0,0,0,84,21,85,40,0,34,76,0,0,62,62,53,0,94,82,100,0,84,60,78,27,77,69,76,49,0,51,55,88,0,60,0,0,0,53,0,0,0,36,76,0,59,62,63,0,66,72,0,51,78,56,0,0,0,29,62,0,68,0,69,0,52,53,0,39,72,0,58,48,42,70,43,0,0,0,0,75,0,0,0,60,0,36,0,39,0,45,89,0,0,52,65,0,83,71,75,90,47,72,75,46,0,0,55,62,0,56,56,65,0,0,65,85,0,0,0,0,0,75,57,0,44,0,86,0,78,0,47,98,0,0,0,0,0,0,0,0,0,52,46,0,0,43,48,64,0,0,0,77,0,0,45,89,0,0,68,0,0,0,59,0,41,18,75,56,0,71,0,0,45,0,0,79,91,81,31,0,68,33,59,0
2025-04-09,54,59,76,90,54,50,0,56,70,16,0,61,0,80,73,77,10,42,0,0,81,84,0,89,73,49,53,59,0,20,0,0,99,52,77,83,79,37,0,42,55,21,65,0,24,0,0,60,39,89,92,78,84,63,38,44,71,14,30,0,0,73,44,41,80,0,37,63,0,65,87,2,47,0,41,32,64,0,0,84,19,87,0,0,35,74,0,0,64,44,57,0,89,86,0,0,77,58,72,29,73,64,85,0,0,52,45,85,0,44,0,0,0,59,0,0,0,39,77,0,62,59,64,0,75,71,0,49,63,55,0,0,0,32,67,0,60,0,67,0,0,50,58,44,72,0,37,60,60,67,44,52,0,49,0,67,0,0,0,60,0,36,0,0,0,50,85,0,0,52,63,0,87,45,67,88,40,44,74,46,0,0,59,62,0,69,60,0,0,0,69,79,0,0,0,0,0,77,58,0,45,0,0,0,57,0,55,85,0,0,0,0,100,0,0,0,0,51,0,0,0,42,50,64,0,0,0,67,0,0,56,77,100,0,66,0,71,0,58,0,44,17,53,59,0,63,0,0,46,0,0,79,88,85,43,0,68,33,58,0
2025-04-10,58,55,71,81,53,51,0,62,69,34,0,62,0,72,73,72,13,31,0,0,79,91,0,37,66,50,35,63,0,22,65,0,79,60,75,89,74,36,0,46,55,21,63,83,26,0,0,65,40,86,92,91,79,67,39,48,0,16,32,0,94,0,43,37,75,0,42,65,0,45,84,2,51,0,43,33,0,100,84,84,17,84,0,0,35,75,0,0,61,58,61,0,84,83,0,0,70,60,65,31,79,62,87,52,0,49,54,88,0,59,0,0,0,53,0,0,0,60,73,0,65,0,91,0,75,74,0,51,95,57,0,0,0,34,60,0,0,0,67,0,0,56,79,49,71,0,58,54,39,70,47,93,0,80,0,63,0,0,0,65,0,0,0,0,0,77,78,0,0,52,64,0,77,63,77,83,54,0,77,42,0,0,50,73,0,57,60,0,0,0,66,88,100,88,0,55,0,63,54,0,42,0,0,0,64,0,57,0,100,0,0,0,0,0,0,58,0,54,0,0,0,53,58,70,0,0,0,82,0,0,41,73,0,0,73,0,0,0,63,0,41,16,45,54,0,83,0,0,46,0,0,77,85,70,39,0,63,35,57,0
2025-04-11,61,58,72,87,57,56,0,68,70,38,0,70,0,38,72,68,10,30,0,0,77,87,0,56,69,53,0,64,0,25,0,0,71,61,78,91,94,52,0,72,52,20,68,53,35,0,0,68,40,89,90,92,78,69,42,56,75,20,37,0,0,0,46,38,90,0,51,67,0,52,85,2,54,0,62,32,0,0,0,80,23,90,0,0,40,76,0,0,65,38,70,0,76,87,0,0,61,73,73,0,77,67,76,0,0,53,61,91,0,65,0,0,0,52,0,0,0,42,75,0,66,0,72,0,88,80,0,55,58,60,0,0,0,44,83,0,52,0,74,0,57,65,0,47,66,0,46,55,42,100,49,52,0,0,0,88,0,0,0,71,0,31,0,0,0,71,77,63,0,60,68,0,66,77,79,81,57,60,75,45,0,0,62,76,0,54,62,0,0,0,78,77,0,52,0,0,0,73,48,45,39,0,0,0,61,0,97,85,0,0,0,0,0,0,0,0,0,55,0,0,0,49,60,78,73,0,0,67,0,0,50,75,0,0,73,0,97,0,66,0,55,18,55,62,0,62,0,0,50,0,0,97,69,78,44,100,67,37,57,64
2025-04-12,78,67,72,72,75,63,0,69,88,20,0,90,0,51,73,48,17,0,0,0,87,95,0,0,81,73,60,72,76,29,0,0,62,73,54,92,73,66,0,0,63,27,78,0,53,0,0,80,51,74,92,80,52,73,56,72,0,14,41,0,0,0,53,46,83,0,65,74,0,0,80,2,75,0,100,33,0,0,0,70,22,80,0,0,46,54,0,0,77,0,87,0,80,93,0,0,78,83,89,0,80,89,51,0,0,65,70,89,0,57,0,0,0,46,0,0,0,94,65,0,83,0,95,0,81,91,0,70,75,69,0,0,0,69,50,0,0,0,85,0,60,82,0,52,85,0,52,56,55,65,66,57,0,0,0,0,0,0,0,89,0,0,0,0,0,46,69,0,0,73,84,0,54,52,83,87,81,54,90,55,0,0,69,90,0,49,78,0,0,0,93,78,0,0,0,0,0,48,44,61,100,0,0,0,38,0,85,0,0,0,0,0,0,0,0,0,0,81,0,0,0,51,84,90,0,0,0,0,0,0,39,81,0,0,76,0,69,0,80,0,81,23,59,65,0,29,0,0,67,0,0,90,58,75,55,0,90,36,82,0
2025-04-13,74,65,68,57,77,60,0,67,88,21,0,77,0,76,79,50,12,37,0,0,73,91,0,48,75,77,42,73,0,25,0,0,55,79,61,92,77,60,0,0,61,28,71,0,43,0,0,83,50,63,83,61,47,61,53,70,0,14,35,0,0,0,58,53,56,0,67,71,0,0,86,2,74,0,84,28,0,0,0,73,16,83,0,0,46,47,0,0,77,0,77,0,71,65,0,0,76,65,86,0,78,78,54,0,0,63,70,73,0,53,0,0,0,0,0,0,0,0,54,0,81,0,81,0,71,86,0,78,0,72,0,0,0,62,63,0,0,0,81,0,0,82,0,51,73,0,63,48,45,55,69,0,0,54,0,41,0,0,0,87,0,0,0,0,0,0,59,0,0,70,81,0,61,56,83,76,46,0,86,65,0,0,62,84,0,49,78,0,0,0,98,81,0,0,0,0,0,44,43,63,30,0,0,0,31,0,70,0,0,0,0,0,0,0,0,0,0,68,0,0,0,44,78,91,0,0,0,0,0,0,33,84,0,0,78,0,65,0,83,0,91,25,92,60,0,44,0,0,71,0,0,66,71,75,60,0,89,39,70,0
2025-04-14,63,43,75,82,58,51,0,59,73,24,0,64,0,52,76,78,9,27,0,0,77,89,0,68,69,51,57,64,69,18,0,0,71,60,69,89,83,34,0,76,42,16,61,0,24,0,0,65,45,97,78,81,73,67,40,48,0,15,33,0,0,0,84,42,69,0,42,66,0,0,86,2,54,0,47,33,0,0,0,94,16,90,0,0,37,80,0,0,69,63,56,0,76,87,0,0,78,59,61,26,81,66,83,0,0,52,55,85,0,58,0,0,78,44,0,0,0,51,76,0,62,0,66,0,75,74,0,63,0,62,0,0,0,33,78,0,61,0,74,0,0,59,52,43,68,0,71,45,43,67,45,56,0,49,0,48,0,0,0,68,0,59,0,46,0,59,80,0,0,53,68,0,78,100,69,85,60,46,77,0,0,0,55,66,0,42,56,0,0,0,69,81,0,43,0,0,0,51,43,0,39,0,0,0,54,57,45,0,0,0,0,0,0,0,0,0,0,61,0,0,0,43,53,63,76,0,0,0,0,0,45,63,0,0,75,0,0,0,60,0,45,18,100,57,0,90,0,0,59,0,0,66,91,92,49,0,72,39,57,0
2025-04-15,62,42,75,80,57,57,0,63,70,18,0,64,0,96,81,66,10,37,0,0,88,89,0,72,70,51,49,59,0,20,83,0,82,63,73,90,89,37,0,65,46,18,61,0,25,0,0,64,42,96,79,79,93,65,37,53,0,18,31,0,100,0,100,44,81,0,37,62,0,50,92,2,55,0,45,32,37,0,0,83,15,79,47,0,37,92,0,0,66,55,58,0,86,88,0,0,86,56,61,30,81,69,69,0,99,52,50,93,0,56,0,0,0,57,0,0,0,33,80,0,64,0,67,0,85,70,0,56,82,64,0,0,0,33,67,0,84,0,72,0,60,67,60,44,74,0,0,49,47,55,51,52,0,51,0,57,0,0,0,67,0,37,0,42,0,78,72,0,0,55,68,0,93,68,91,86,59,54,72,0,0,0,53,63,0,60,60,0,0,0,67,77,0,54,0,0,0,66,44,0,44,0,76,0,82,0,66,0,0,0,0,0,0,0,0,0,0,51,0,0,0,100,57,60,0,0,0,0,0,0,43,68,0,0,73,0,67,0,77,0,44,26,67,53,0,71,0,0,52,0,0,78,82,83,35,0,71,36,51,0
2025-04-16,63,44,78,72,57,53,0,66,74,19,0,61,0,73,78,84,9,53,0,0,86,89,59,57,67,53,36,57,64,21,0,0,65,59,73,86,87,36,0,48,46,14,61,0,26,0,0,64,44,93,95,78,86,65,45,54,85,15,31,0,0,0,45,45,83,54,42,66,0,90,87,2,57,77,47,28,37,0,0,85,17,80,0,0,38,100,81,0,70,41,55,0,96,79,0,0,85,56,61,33,81,67,72,60,0,52,50,91,0,64,0,0,0,52,0,0,46,43,80,0,63,67,67,0,91,77,0,56,0,66,0,0,0,35,58,0,68,0,75,0,0,71,72,43,76,0,76,33,53,82,44,46,0,0,0,69,0,0,0,67,0,61,0,0,0,37,82,61,0,53,61,0,84,79,85,90,56,45,71,0,0,0,48,65,0,51,60,0,0,0,73,76,0,90,0,0,0,51,45,46,43,0,0,0,69,0,79,0,0,0,0,0,0,0,0,0,0,50,0,0,0,61,53,71,0,0,0,0,0,0,36,76,0,0,78,0,83,0,72,0,45,18,79,55,0,75,0,0,51,0,0,79,77,68,55,0,64,32,59,0
2025-04-17,64,47,75,81,60,56,0,57,70,25,0,63,0,59,73,60,12,32,0,0,77,88,67,37,64,54,39,60,62,23,75,0,68,57,70,88,97,40,0,37,44,17,62,51,29,0,0,64,41,88,91,90,92,61,44,55,0,15,36,0,0,0,13,39,77,0,45,61,0,46,85,2,60,0,52,31,0,0,0,82,21,82,0,0,37,76,0,0,66,53,63,0,77,89,0,0,86,68,62,30,81,62,75,56,0,51,53,85,0,74,0,0,0,69,0,0,0,54,78,0,64,73,90,0,69,79,0,54,89,62,0,0,0,39,51,0,0,0,72,0,0,69,70,45,72,0,50,63,57,71,49,44,0,42,0,68,0,0,0,65,0,52,100,0,0,78,82,63,0,53,63,0,71,77,87,86,78,49,77,0,0,0,43,68,0,43,59,0,0,0,86,78,0,85,0,63,0,49,45,0,35,0,0,0,69,0,54,0,0,0,0,0,0,0,0,0,0,53,0,0,0,55,60,73,0,0,0,0,0,0,45,69,0,0,73,0,72,0,86,0,51,19,67,47,0,37,0,0,51,0,0,84,73,68,48,0,66,35,59,0
2025-04-18,69,47,71,71,74,81,0,64,74,19,0,73,0,66,69,56,14,31,0,0,82,85,0,42,71,68,0,65,0,26,0,0,91,60,59,89,87,57,0,0,43,19,66,0,36,0,0,72,45,92,85,88,96,67,47,64,0,15,37,0,0,0,10,36,94,100,51,66,0,0,77,2,75,0,51,34,0,0,0,90,16,88,0,0,45,71,0,0,78,0,81,0,64,92,0,0,85,82,74,0,79,65,70,0,0,56,62,92,0,96,0,0,0,49,0,0,0,80,73,0,70,91,80,0,71,84,0,68,0,65,0,0,0,52,46,0,0,0,79,0,0,82,0,47,75,100,53,0,54,90,60,0,0,43,0,0,0,0,0,76,0,33,0,0,0,0,69,0,0,67,65,0,68,54,97,87,0,38,77,62,0,0,58,80,0,80,77,0,0,0,78,86,0,50,0,0,0,50,48,0,34,0,0,0,59,0,63,0,0,0,0,0,0,0,0,0,0,53,0,0,0,57,78,80,0,0,0,0,0,0,45,74,0,0,74,0,0,0,78,0,55,23,74,50,0,47,0,0,62,0,0,87,63,82,49,0,72,30,60,0
2025-04-19,75,50,66,61,83,73,0,64,82,15,0,90,0,53,67,53,15,0,0,0,82,88,0,0,77,82,0,77,0,31,0,0,52,80,53,79,54,68,0,0,48,26,70,0,45,0,0,84,51,77,79,77,74,70,60,74,0,16,40,0,0,0,7,44,55,0,65,65,0,0,77,2,89,0,63,27,0,0,0,74,0,70,0,0,49,55,0,0,79,0,86,0,66,81,86,0,74,78,90,0,74,87,52,0,0,62,64,87,0,68,0,0,0,0,0,0,0,91,65,0,81,73,91,0,69,100,0,82,0,73,0,0,0,65,42,0,0,0,88,0,0,78,0,49,77,0,0,54,78,48,66,0,0,80,0,55,0,0,0,92,0,0,0,0,0,0,73,0,0,79,74,0,56,66,100,81,64,48,91,61,0,0,60,92,0,36,91,0,0,0,80,84,0,0,0,0,0,57,42,0,86,100,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,44,100,90,0,0,0,0,0,0,47,86,0,0,76,0,0,0,89,0,73,25,53,60,0,47,0,0,73,0,0,80,60,85,73,0,89,46,93,0
2025-04-20,96,62,68,39,83,100,0,61,79,19,0,93,0,42,78,43,65,0,0,0,72,87,0,40,79,86,66,80,0,32,0,0,54,73,48,83,65,80,0,0,52,100,63,0,58,0,0,81,50,68,73,52,36,58,63,71,0,13,66,0,0,0,5,50,63,0,100,63,85,0,79,2,100,0,86,24,0,0,0,64,0,86,0,0,48,43,0,0,86,0,83,0,71,62,0,0,79,34,89,0,74,73,65,0,0,67,66,79,0,60,0,0,0,42,0,0,0,68,52,0,77,0,70,0,65,87,0,79,0,75,0,0,0,69,31,0,0,0,88,0,0,100,0,51,66,0,0,40,66,84,60,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,70,0,0,79,72,0,53,36,77,89,47,0,86,89,0,0,55,67,0,43,77,0,0,0,82,91,0,0,0,95,0,43,38,0,29,0,0,0,32,0,66,0,0,0,0,0,0,0,0,0,0,61,0,0,0,48,75,97,0,0,0,0,0,0,36,72,0,0,79,0,89,0,72,0,100,29,61,59,0,37,0,0,68,0,0,53,69,68,44,0,80,46,72,0
2025-04-21,62,42,76,72,62,52,0,53,66,23,0,64,0,86,81,78,14,32,0,0,79,87,0,45,68,60,49,68,0,20,0,0,66,66,66,100,68,43,0,71,47,19,60,89,24,0,0,66,47,95,84,89,73,65,41,51,67,11,34,0,0,0,10,47,84,0,47,58,0,0,86,3,49,0,52,21,0,0,0,81,12,86,43,0,40,80,0,0,67,41,59,0,71,91,0,0,80,71,59,31,81,73,79,0,0,55,55,91,0,79,0,0,0,45,0,0,39,60,79,0,62,73,67,0,85,77,0,63,78,60,0,66,0,36,95,0,53,0,79,0,0,66,69,45,73,0,44,85,62,65,45,53,0,0,0,94,0,0,0,62,0,37,0,0,0,83,71,58,0,57,67,0,77,62,69,100,59,47,75,0,0,0,61,63,0,49,57,0,0,0,80,82,0,62,0,0,0,60,46,42,46,0,0,0,62,0,47,0,0,83,0,0,68,0,0,51,0,56,0,0,0,47,50,76,71,0,0,0,0,64,48,64,0,0,77,0,53,89,73,0,45,15,62,60,0,60,0,0,61,0,0,76,91,98,46,0,70,45,58,0
2025-04-22,59,35,79,73,59,50,0,53,69,19,0,61,85,82,81,73,10,48,0,0,88,81,0,56,71,52,47,64,53,20,0,100,77,57,75,82,90,36,0,64,54,13,60,0,21,0,0,64,45,92,87,98,72,69,39,50,0,15,33,0,88,0,9,38,75,0,37,63,0,70,90,3,43,0,40,23,33,0,0,99,19,89,0,0,38,86,0,0,76,43,64,0,92,98,0,0,74,62,55,20,82,71,87,0,0,57,48,92,0,77,0,0,0,0,0,0,39,39,75,0,62,0,64,0,89,77,0,58,91,64,0,0,0,31,88,0,96,0,73,0,0,57,79,44,78,0,51,49,41,64,43,68,0,0,0,68,0,0,0,68,0,42,0,0,0,68,76,0,0,54,64,0,90,48,67,87,67,40,73,0,0,0,58,62,0,63,56,56,0,0,83,85,0,75,0,0,0,60,46,0,58,0,63,0,82,0,67,0,0,100,0,0,0,0,0,93,0,52,70,0,0,53,57,61,0,0,0,0,0,0,35,72,0,0,74,0,85,0,57,0,48,17,65,58,0,66,0,0,60,0,0,70,89,92,56,0,68,44,63,0
2025-04-23,64,41,75,89,58,52,0,57,74,30,0,61,0,83,80,71,8,52,0,59,83,83,0,92,68,52,54,59,53,21,73,0,71,57,77,89,83,38,0,46,45,16,62,100,21,0,0,65,46,88,82,84,77,63,38,48,0,12,28,0,81,0,9,43,71,53,42,65,0,61,85,4,43,0,43,21,51,0,0,79,17,91,0,0,48,81,73,0,68,43,57,0,93,86,0,0,66,60,50,22,87,67,87,0,0,58,51,89,0,62,0,0,0,40,0,0,41,36,81,0,59,62,64,0,73,75,0,60,83,61,0,100,0,31,58,0,0,0,73,0,0,59,55,44,76,0,48,56,49,67,42,71,0,45,0,51,0,0,0,62,0,100,0,43,0,37,86,0,0,50,64,0,82,50,67,97,47,39,72,0,0,0,59,57,0,65,58,0,0,92,81,83,0,71,0,0,0,70,46,0,69,0,0,0,65,0,44,96,0,0,0,0,0,0,0,0,56,42,0,0,0,49,49,66,0,0,0,0,0,0,40,66,0,0,72,0,64,0,59,0,44,19,41,61,0,65,0,0,61,0,80,71,83,71,40,0,71,39,57,0
2025-04-24,60,44,81,69,59,51,0,58,66,24,0,65,0,74,76,82,12,44,0,69,77,85,0,38,64,53,40,66,0,23,0,0,81,51,70,91,65,41,0,63,53,16,94,97,24,0,0,61,45,88,77,85,84,64,42,50,79,18,29,0,0,0,9,45,89,0,44,58,0,60,84,5,43,0,40,23,0,0,0,76,16,83,0,0,40,76,0,0,64,56,63,0,92,88,0,0,62,66,53,16,86,68,74,0,0,55,44,85,0,64,0,0,0,65,0,0,0,42,69,0,65,69,87,0,66,79,0,60,0,63,0,0,0,31,81,0,65,0,71,0,67,62,73,43,66,0,45,42,83,61,47,64,0,49,0,56,0,0,0,66,0,61,0,37,0,0,91,71,0,52,66,0,79,57,67,93,64,45,71,0,0,0,76,69,0,64,59,0,0,0,76,76,0,84,0,69,0,100,44,0,44,0,0,0,69,0,59,0,0,0,0,0,0,100,0,0,0,52,0,0,0,56,57,74,0,0,0,0,0,0,36,71,0,0,73,0,71,69,73,0,46,19,44,52,0,93,0,0,60,0,0,90,77,90,53,0,70,32,63,57
2025-04-25,60,46,68,69,56,53,0,61,65,22,0,64,0,67,72,72,10,0,0,0,80,80,0,56,72,61,38,63,0,25,0,0,69,49,71,89,75,55,0,42,45,23,59,76,31,0,0,59,46,85,73,88,55,60,43,55,0,14,30,0,83,0,7,34,64,0,47,56,0,68,79,4,50,0,69,23,0,58,0,81,12,67,0,0,38,71,0,0,65,51,68,0,78,86,87,0,85,67,63,19,76,64,67,0,0,55,47,87,0,79,0,0,0,83,0,0,0,73,68,0,67,0,67,0,71,75,0,61,0,61,0,64,0,39,60,0,0,0,75,0,0,63,64,43,67,0,56,32,51,70,47,0,0,50,0,40,0,0,0,69,0,35,0,0,0,60,77,0,0,57,65,0,77,37,71,82,57,31,81,53,0,0,70,75,0,47,68,0,0,0,82,72,0,43,0,0,0,80,42,0,48,0,0,0,54,0,80,0,0,0,0,0,47,0,0,0,0,48,0,0,0,48,58,94,0,0,0,72,0,0,31,73,0,0,73,0,0,0,60,0,52,17,59,57,0,71,0,0,59,0,0,82,60,87,38,0,63,38,58,0
2025-04-26,73,49,69,56,73,61,0,63,76,17,0,88,0,44,67,46,18,0,0,0,73,87,0,56,78,76,36,68,0,37,0,0,67,80,53,89,65,71,0,0,51,24,66,0,48,0,0,70,52,70,75,75,41,66,60,69,0,13,35,0,0,0,6,42,71,0,63,69,0,0,81,9,60,0,86,23,0,0,0,83,0,83,0,0,43,51,0,0,74,51,93,0,58,83,0,0,52,80,76,0,79,84,65,0,0,88,60,85,0,68,0,0,0,40,0,0,0,57,59,0,88,0,84,0,71,92,0,73,0,69,0,0,0,62,20,0,0,0,81,0,0,68,0,47,76,0,52,32,79,55,74,66,0,52,0,0,0,0,0,83,0,0,0,0,0,57,62,0,0,74,70,0,55,51,76,77,49,72,81,64,0,0,92,84,0,63,76,0,0,0,100,66,0,0,0,0,0,0,41,75,85,0,0,0,40,0,55,0,0,0,0,0,0,0,0,0,0,73,0,0,0,41,78,94,79,0,0,0,0,0,27,81,0,0,78,0,0,0,75,0,75,24,64,65,0,53,0,0,74,0,0,80,60,67,57,0,80,42,86,0
2025-04-27,79,54,69,49,79,59,0,67,81,22,0,74,0,66,84,49,12,0,0,0,75,89,0,40,78,86,65,78,79,100,0,0,55,75,53,92,75,69,0,0,49,22,68,0,43,0,0,84,56,61,87,62,39,57,61,73,0,12,36,0,0,0,4,47,65,0,69,66,0,0,90,8,69,0,86,21,0,0,0,79,0,81,0,0,48,46,100,0,82,0,88,0,83,56,0,0,51,63,84,0,80,81,57,0,0,98,61,79,0,57,0,0,0,53,0,0,0,55,57,0,83,0,75,0,70,87,0,80,80,74,0,0,0,57,51,0,0,0,81,0,0,74,0,51,75,0,55,48,45,49,58,0,0,46,0,0,0,0,0,83,0,0,0,0,0,0,65,0,0,69,76,0,56,66,76,87,69,0,95,0,0,0,80,87,0,40,81,0,0,0,99,69,0,62,0,0,0,63,38,0,32,0,0,0,26,0,63,0,0,0,0,0,0,0,0,0,0,62,0,0,0,43,76,93,0,0,0,0,0,74,48,81,0,0,80,0,0,0,80,0,86,24,53,69,0,58,0,0,85,0,0,69,69,61,75,0,88,39,70,0
