date,HOME DEPOT,MCDONALDS,BOOKING,TJX,LOWES,STARBUCKS,OREILLY AUTOMOTIVE,DOORDASH,NIKE,CHIPOTLE MEXICAN GRILL,ROYAL CARIBBEAN GROUP,AUTOZONE,HILTON WORLDWIDE,MARRIOTT INTERNATIONAL,AIRBNB,GENERAL MOTORS,ROSS STORES,YUM BRANDS,FORD MOTOR CO,LULULEMON ATHLETICA,CARVANA,EBAY,D R HORTON,COUPANG,GARMIN,TRACTOR SUPPLY,DARDEN RESTAURANTS,CARNIVAL,LENNAR A,ULTA BEAUTY,EXPEDIA GROUP,PULTEGROUP,NVR,WILLIAMS SONOMA,DUOLINGO,TAPESTRY,GENUINE PARTS,DOMINOS PIZZA,DECKERS OUTDOOR,APTIV,DRAFTKINGS,BURLINGTON STORES,BEST BUY,LAS VEGAS SANDS,TEXAS ROADHOUSE,RIVIAN AUTOMOTIVE,SOMNIGROUP INTERNATIONAL,RALPH LAUREN,POOL,SERVICE,TOLL BROTHERS,LKQ,ARAMARK,CARMAX,WINGSTOP,DICKS SPORTING,WYNN RESORTS,HASBRO,PLANET FITNESS,TOPBUILD,LITHIA MOTORS,SKECHERS USA,H&R BLOCK,NORWEGIAN CRUISE LINE,MURPHY USA,BRINKER INTERNATIONAL,DUTCH BROS,FLOOR DECOR,MGM RESORTS INTERNATIONAL,BORGWARNER,ETSY,CHURCHILL DOWNS,FIVE BELOW,WYNDHAM HOTELS RESORTS,BATH AND BODY WORKS,MATTEL,SHARKNINJA,CAVA GROUP,GRAND CANYON EDUCATION,STRIDE,VAIL RESORTS,HYATT HOTELS,CAESARS ENTERTAINMENT,TAYLOR MORRISON HOME,CROCS,GROUP AUTOMOTIVE,MOHAWK INDUSTRIES,ADTALEM GLOBAL EDUCATION,URBAN OUTFITTERS,GENTEX,BOOT BARN,MODINE MANUFACTURING,LEAR,AUTONATION,BOYD GAMING,ASBURY AUTOMOTIVE GROUP,MERITAGE,VALVOLINE,SHAKE SHACK,PVH,GAP,WHIRLPOOL,VF,FRONTDOOR,THOR INDUSTRIES,WAYFAIR,ABERCROMBIE AND FITCH,BRUNSWICK,INSTALLED BUILDING PRODUCTS,CHAMPION HOMES,KONTOOR BRANDS,CHOICE HOTELS INTERNATIONAL,DORMAN PRODUCTS,KB HOME,AMER SPORTS,CAVCO INDUSTRIES,SIGNET JEWELERS,ACADEMY SPORTS AND OUTDOORS,ADT,GOODYEAR TIRE & RUBBER,MACYS,GRAHAM  COMPANY,ADVANCE AUTO PARTS,LAUREATE EDUCATION,HILTON GRAND VACATIONS,HARLEY DAVIDSON,M I HOMES,BIRKENSTOCK,TRI POINTE HOMES,YETI,PERDOCEO EDUCATION,PENN ENTERTAINMENT,PELOTON INTERACTIVE,CHEESECAKE FACTORY,LIFE TIME GROUP,MARRIOTT VACATIONS WORLDWIDE,NEWELL BRANDS,LCI INDUSTRIES,POLARIS,VISTEON,LUCID GROUP,WENDYS,STRATEGIC EDUCATION,CAPRI,WARBY PARKER,PHINIA,LA-Z-BOY,COLUMBIA SPORTSWEAR,AMERICAN EAGLE OUTFITTERS,ACUSHNET,FOOT LOCKER,UNIVERSAL TECHNICAL INSTITUTE,GREEN BRICK PARTNERS,STEVEN MADDEN,HANESBRANDS,NATIONAL VISION,UNITED PARKS AND RESORTS,VICTORIA S SECRET,INTERNATIONAL GAME TECHNOLOGY,DILLARDS,PAPA JOHNS INTERNATIONAL,QUANTUMSCAPE,UPBOUND GROUP,ADIENT,WOLVERINE WORLD WIDE,CENTURY COMMUNITIES,SWEETGREEN,EVERI,LEGGETT & PLATT,SONOS,UNDER ARMOUR,WINMARK,COURSERA,SUPER GROUP,CARTERS,LENNAR,FOX FACTORY,LGI HOMES,BUCKLE,BJS RESTAURANTS,WINNEBAGO INDUSTRIES,LOLN EDUCATIONAL SERVICES,CAMPING WORLD,SALLY BEAUTY,OXFORD INDUSTRIES,XPEL,KOHLS,SONIC AUTOMOTIVE,TOPGOLF CALLAWAY BRANDS,GENTHERM,THREDUP,SABRE,REVOLVE GROUP,BEAZER HOMES,DAVE AND BUSTERS ENTERTAINMENT,BUILD A BEAR WORKSHOP,PLAYAGS,HELEN OF TROY,FIGS,BLOOMIN BRANDS,UDEMY,CARRIAGE SERVICES,DREAM FINDERS HOMES,ETHAN ALLEN INTERIORS,ODP,MALIBU BOATS,THE REALREAL,STANDARD MOTOR PRODUCTS,STURM RUGER,GOLDEN ENTERTAINMENT,ACCEL ENTERTAINMENT,SMITH WESSON BRANDS,CALERES,PURSUIT ATTRACTIONS AND HOSPITALIT,HOVNANIAN ENTERPRISES,COOPER STANDARD,LINDBLAD EXPEDITIONS,ARHAUS,LANDSEA HOMES,KURA SUSHI USA,DINE BRANDS GLOBAL,POTBELLY,SHOE CARNIVAL,JACK IN THE BOX,KINDERCARE LEARNING,AMERICAS CAR MART,FIRST WATCH RESTAURANT GROUP,ARKO,HAVERTY FURNITURE,MASTERCRAFT BOAT,EVGO,CRICUT,LOVESAC COMPANY,SAVERS VALUE VILLAGE,BEYOND,MOVADO GROUP,JAKKS PACIFIC,GENESCO,ZUMIEZ,TARGET HOSPITALITY,DENNYS,KRISPY KREME,DESIGNER BRANDS,SLEEP NUMBER,HOOKER FURNISHINGS,SOLID POWER,INSPIRED ENTERTAINMENT,ONEWATER MARINE,OUTDOOR,XPONENTIAL FITNESS,JOHNSON OUTDOORS,EUROPEAN WAX CENTER,CHEGG,STONERIDGE,LESLIES,GROWGENERATION,FUNKO,IROBOT,GOPRO,LUMINAR TECHNOLOGIES
2025-05-19,71,38,80,74,66,52,0,57,66,20,0,65,0,53,95,52,9,37,0,0,89,87,0,42,79,53,37,64,53,23,65,0,81,58,77,86,77,39,0,49,34,19,62,0,24,0,0,60,66,95,94,82,79,65,41,52,0,13,52,0,0,0,5,46,70,0,43,66,0,61,89,2,51,0,47,21,38,0,88,80,0,100,0,0,41,80,0,0,69,42,60,0,83,87,59,75,88,67,54,0,77,73,89,81,0,65,50,93,0,46,0,0,0,46,0,0,0,58,81,0,61,0,67,0,78,75,0,65,57,75,0,0,0,32,38,0,49,0,77,0,0,64,0,58,69,0,49,39,37,73,50,59,0,40,0,69,0,0,0,63,0,82,0,0,0,74,94,0,0,65,65,0,76,44,60,89,86,64,75,0,0,0,70,62,0,62,67,0,0,0,81,82,0,60,0,0,0,73,41,0,46,0,0,0,71,0,50,0,0,0,0,0,0,0,0,0,0,62,0,0,0,45,56,62,0,100,0,65,0,55,39,72,0,0,73,0,0,0,64,0,49,26,49,58,0,74,0,0,70,0,0,84,64,82,69,0,73,34,66,0
2025-05-20,66,36,85,74,62,61,0,62,68,19,91,64,0,71,92,72,10,0,0,0,94,89,67,75,77,54,43,62,0,21,0,0,80,54,74,91,80,37,0,0,40,17,62,0,25,0,0,62,62,93,98,90,84,63,43,52,0,13,44,0,0,0,6,49,85,0,44,66,0,64,88,2,51,0,44,22,40,0,0,74,13,90,0,100,43,90,85,0,71,38,64,0,70,85,0,0,71,64,54,25,78,73,87,54,0,61,47,93,0,33,0,0,0,71,100,0,0,74,76,0,63,0,60,0,80,72,94,64,0,68,0,0,0,31,42,0,74,0,78,0,0,62,0,51,88,0,45,67,52,71,53,62,0,41,0,58,0,0,0,62,0,51,0,0,0,0,89,0,0,57,63,0,90,58,65,96,79,47,74,0,0,0,61,66,0,61,58,0,0,0,82,80,0,47,0,0,0,74,41,0,52,0,0,0,79,0,53,0,0,0,0,0,0,0,0,0,0,61,0,0,0,52,51,61,0,0,0,0,0,55,42,78,0,0,73,0,53,0,73,0,45,23,56,67,0,70,0,0,62,0,0,80,69,64,75,0,65,31,69,0
2025-05-21,64,39,84,100,60,60,0,63,63,20,0,63,0,96,91,65,10,46,0,0,90,86,0,70,83,53,45,61,64,20,0,0,87,54,78,91,76,39,0,65,47,21,63,0,25,0,0,65,61,91,92,83,78,63,42,52,0,14,42,0,0,0,5,47,61,0,46,64,0,50,84,2,55,0,42,22,0,0,0,79,0,80,0,0,42,90,0,0,71,52,65,0,81,83,0,0,80,64,72,30,80,66,92,0,0,57,58,89,0,76,0,0,0,53,0,0,0,47,85,0,63,0,66,0,83,75,0,57,0,72,0,0,0,34,46,0,0,0,72,0,0,64,60,48,78,0,57,73,65,78,47,66,0,50,0,57,0,0,0,62,0,50,0,0,0,40,94,0,0,60,60,0,87,51,62,84,0,56,79,0,0,0,68,70,0,81,58,0,0,0,74,75,0,0,0,66,0,73,42,0,51,0,0,0,56,0,53,0,0,0,0,0,0,0,0,0,0,67,0,0,0,56,60,63,100,0,0,0,0,0,54,79,0,100,73,0,51,0,61,0,50,23,44,65,0,62,0,0,58,0,0,90,66,74,70,0,68,36,69,0
2025-05-22,63,38,86,81,60,61,0,64,63,20,67,65,0,74,84,68,13,0,92,0,87,88,0,67,79,53,43,63,55,21,0,0,72,56,78,96,72,39,0,64,47,16,60,0,28,0,0,68,57,89,70,84,88,61,42,54,0,11,39,0,0,0,5,44,95,0,50,65,0,0,82,3,54,0,45,20,0,0,0,81,28,88,48,0,41,76,0,0,84,42,65,0,60,76,0,0,77,70,70,31,78,65,90,61,0,60,58,91,0,49,0,0,78,65,31,0,0,57,80,0,62,0,87,0,81,70,0,60,0,71,0,64,0,37,62,0,63,0,73,0,0,63,55,50,76,0,52,64,48,77,49,85,0,43,0,60,0,0,0,63,0,66,0,0,0,88,89,100,0,58,65,0,87,53,63,82,74,42,75,41,0,0,71,77,0,61,62,0,0,0,74,68,0,54,0,59,0,56,46,0,72,0,0,0,75,0,62,89,0,0,0,0,0,0,0,0,0,65,0,0,0,52,56,65,0,0,0,100,0,51,43,77,0,0,70,0,0,0,67,0,53,26,56,72,0,58,0,0,55,0,0,100,62,77,74,0,64,40,66,0
2025-05-23,67,42,87,89,66,61,0,66,64,25,0,67,0,60,80,57,14,41,0,0,88,87,0,68,79,62,66,74,58,26,0,0,69,60,70,82,66,49,100,0,46,21,69,69,33,0,0,73,67,87,85,82,54,65,50,63,0,12,51,0,90,0,4,41,90,0,52,58,0,0,78,3,59,0,50,23,40,0,0,75,16,79,0,0,46,76,0,0,71,44,73,0,64,92,0,74,86,80,75,19,80,70,85,0,0,59,59,94,0,62,0,0,0,50,0,0,0,58,75,0,65,84,75,0,70,80,0,66,0,71,0,0,0,43,41,0,0,0,75,0,0,73,72,49,67,0,74,40,58,74,54,89,0,43,0,38,0,0,0,66,0,32,0,69,0,73,77,0,0,75,65,0,85,47,63,88,65,46,82,0,0,0,77,78,0,74,64,0,0,0,72,75,0,0,0,0,0,53,41,0,51,0,0,0,57,0,39,0,0,0,0,0,0,0,0,0,0,69,65,0,0,49,66,73,0,0,0,0,0,0,64,79,0,0,67,0,0,77,78,0,58,23,64,65,0,83,100,0,62,0,0,98,53,69,86,0,67,38,67,0
2025-05-24,85,48,84,61,83,67,82,70,76,24,28,99,17,56,83,42,14,22,22,31,85,83,33,42,92,87,44,96,43,30,29,0,62,73,59,88,75,60,19,21,48,27,79,21,47,8,0,81,86,73,74,79,44,66,60,91,28,13,53,0,76,26,3,44,78,12,70,75,10,43,81,4,72,22,59,28,24,11,29,70,12,83,91,21,53,50,14,34,91,26,97,6,62,90,34,6,67,90,92,12,90,89,66,28,10,76,82,88,0,54,8,20,24,50,7,0,14,75,62,0,89,34,87,0,78,92,15,87,51,83,0,26,0,58,16,8,27,0,89,14,13,74,21,100,78,10,71,59,66,67,91,39,0,70,51,25,0,11,0,76,0,22,0,9,0,47,65,21,46,100,83,11,62,39,76,73,56,46,91,45,44,0,87,93,0,58,79,30,0,0,75,85,7,47,90,41,0,45,39,26,96,5,27,0,26,63,55,40,12,30,0,14,12,0,0,19,26,83,19,0,0,40,78,84,13,15,0,36,55,82,41,81,0,16,80,0,48,29,90,34,79,28,56,84,0,45,8,0,83,6,10,85,47,83,96,12,85,41,100,12
2025-05-25,89,54,79,57,91,68,63,72,78,20,30,83,19,54,85,41,15,23,23,37,84,89,38,37,97,100,43,100,48,31,24,11,59,89,59,95,65,66,18,16,47,23,79,24,46,7,0,90,97,61,84,68,33,59,61,91,35,15,57,0,63,31,2,50,69,11,74,71,8,60,88,4,78,21,64,26,23,9,25,69,9,79,24,25,56,41,18,33,95,21,94,7,64,62,36,7,65,69,96,11,93,87,72,30,14,83,95,84,0,55,7,0,17,43,7,95,15,71,52,0,91,33,78,0,72,87,14,94,57,87,0,28,0,60,17,0,21,0,85,18,10,79,25,67,72,0,73,57,59,64,66,33,0,68,27,25,61,17,0,81,0,19,0,11,0,41,64,15,39,96,82,0,61,38,79,76,59,36,94,42,0,0,91,94,13,51,85,23,0,0,81,81,8,46,100,44,0,43,36,27,36,6,28,0,24,85,56,41,12,34,0,10,12,0,0,17,25,94,19,0,0,44,72,84,13,0,0,35,67,95,42,79,0,10,89,0,63,20,88,36,83,28,56,85,0,36,0,0,88,10,13,71,50,86,97,10,87,47,85,8
2025-05-26,100,52,83,63,100,72,0,66,76,23,36,92,18,59,96,41,68,28,22,40,93,95,33,44,99,98,41,95,52,30,26,18,63,86,59,91,67,62,15,21,42,25,87,30,42,5,0,100,93,66,77,72,41,68,57,93,33,14,100,0,60,29,2,61,77,19,71,87,8,35,92,3,78,23,69,24,22,15,28,72,12,88,23,27,57,50,18,0,100,27,93,0,60,79,37,10,66,54,92,11,95,100,63,24,12,100,100,87,57,55,7,0,26,46,11,0,17,72,58,0,98,25,81,0,90,86,12,97,52,89,0,28,0,48,20,0,19,0,92,15,11,79,24,62,76,0,81,64,63,65,60,35,84,76,62,30,0,22,0,88,0,24,0,11,0,45,76,17,58,100,89,10,74,35,87,83,51,39,92,50,34,0,100,99,14,53,93,23,0,0,79,79,6,49,61,37,0,46,38,26,34,8,30,0,27,93,53,36,9,26,0,14,11,0,0,16,31,99,20,0,0,42,71,86,19,12,0,42,68,100,35,88,9,9,90,0,51,15,95,64,85,27,56,100,0,34,7,0,98,12,18,67,49,89,100,14,81,51,84,9
2025-05-27,68,38,83,75,60,56,65,63,66,20,38,70,17,78,94,61,100,41,32,31,89,95,41,67,90,59,60,74,58,23,43,25,100,60,67,92,85,40,24,53,42,17,65,30,23,15,0,75,71,95,81,85,77,67,42,64,43,12,55,17,85,20,5,52,76,24,46,67,15,54,93,2,50,23,47,23,34,27,40,84,34,91,32,30,44,84,43,47,78,46,66,19,71,87,48,14,75,71,59,21,90,78,81,52,19,73,68,97,30,74,21,17,51,56,13,49,24,56,88,100,68,54,62,0,92,75,13,68,57,75,71,42,9,30,26,15,47,0,85,29,26,63,39,52,79,18,62,56,57,79,47,53,75,61,64,53,47,19,94,57,0,46,6,32,0,48,95,36,85,65,67,14,93,46,71,95,58,42,82,28,66,0,84,66,29,74,68,42,0,18,69,75,13,52,55,35,0,51,39,34,47,12,41,0,83,91,63,50,11,43,70,12,25,0,0,32,29,66,22,0,0,41,47,62,47,16,0,41,42,78,48,74,0,14,81,0,47,37,70,65,49,20,58,71,77,62,7,0,68,20,28,83,59,89,68,17,65,42,72,14
2025-05-28,64,40,83,76,58,55,55,69,63,20,44,66,22,77,95,72,16,45,34,33,91,89,36,62,88,58,58,69,54,23,47,19,95,58,66,91,77,40,31,47,42,16,61,32,26,13,0,65,62,91,80,85,86,61,42,62,41,14,47,16,75,22,5,48,80,27,47,64,18,54,94,2,52,27,42,20,36,35,47,78,100,87,65,31,41,81,47,80,76,47,64,16,73,88,51,21,82,69,77,23,86,71,83,53,18,61,57,92,56,68,20,21,51,54,22,98,25,60,88,91,65,49,65,0,90,76,12,61,56,71,60,40,7,32,26,22,56,0,83,31,29,72,36,50,77,17,54,44,53,97,48,50,76,42,85,56,89,18,73,57,100,69,0,34,0,54,89,43,71,60,64,23,92,47,66,94,57,42,77,31,71,0,77,69,100,68,63,49,0,17,68,74,10,49,38,32,0,52,43,28,46,15,47,0,79,70,55,56,10,61,94,10,28,0,4,31,32,61,24,0,100,45,48,69,46,20,0,40,40,70,55,80,0,11,78,11,46,35,67,62,48,24,55,58,89,60,10,0,58,26,27,80,60,75,64,15,69,38,66,14
2025-05-29,61,42,87,80,58,57,77,69,69,19,43,72,21,72,91,65,12,41,40,33,90,87,37,68,86,60,55,75,56,26,48,15,87,57,64,97,81,42,23,47,44,18,65,31,26,13,0,67,64,91,85,84,88,66,44,68,32,17,49,18,81,22,5,52,84,22,56,67,16,51,95,3,57,32,47,22,35,23,54,81,25,85,35,28,41,81,46,62,78,48,64,22,70,88,43,21,85,70,69,27,83,70,79,51,24,58,53,95,100,68,22,19,40,57,25,67,20,66,85,46,66,49,66,100,83,78,21,70,53,73,88,44,9,34,24,12,58,63,78,27,40,69,45,53,74,21,53,54,50,81,51,47,86,39,57,47,58,22,94,60,0,52,8,37,0,56,89,43,91,69,68,13,94,45,62,92,59,47,82,30,51,0,75,76,30,64,64,47,0,14,77,80,13,51,36,41,0,58,46,30,46,14,43,0,80,68,62,65,11,40,77,11,40,0,0,28,35,57,22,0,0,48,55,70,41,23,0,44,28,59,58,76,0,9,80,7,50,52,100,70,52,22,56,61,89,51,9,0,56,32,19,90,60,81,65,10,80,40,67,15
2025-05-30,68,43,79,86,61,63,61,76,68,19,40,79,20,68,86,62,12,31,33,27,91,91,36,60,89,69,54,79,53,28,49,18,84,55,64,89,83,53,16,43,40,19,70,36,36,13,100,66,72,94,99,91,69,67,51,73,36,17,51,17,81,27,5,49,79,26,56,65,14,51,88,4,60,26,48,22,34,20,34,80,20,85,35,37,45,83,41,72,78,44,81,15,67,95,42,13,83,84,84,22,88,72,79,42,23,61,54,91,43,58,21,14,45,55,14,66,23,72,86,0,67,52,71,0,84,83,15,75,51,85,62,45,0,42,24,14,43,79,81,25,35,73,35,54,77,19,54,54,53,79,57,53,0,41,82,42,54,24,92,64,0,41,4,28,7,50,81,35,100,75,67,16,88,44,68,91,63,44,88,40,90,0,76,86,35,72,67,40,0,13,74,76,9,47,73,42,0,50,44,30,42,13,37,100,73,63,60,64,13,39,75,13,27,0,0,27,32,63,24,100,0,48,64,78,34,24,0,48,26,62,50,81,0,11,81,9,50,40,82,75,57,23,54,57,0,48,8,0,60,22,23,97,56,91,78,13,80,41,69,17
2025-05-31,81,51,77,68,79,68,97,79,82,18,30,100,17,55,84,47,14,20,28,30,100,94,38,42,99,83,57,91,50,33,34,0,61,72,55,90,74,61,9,21,48,25,77,28,47,12,0,76,97,84,98,69,43,70,59,93,31,16,65,0,64,22,3,50,75,16,66,80,9,38,94,6,72,30,65,24,20,8,30,71,13,82,30,31,52,55,19,0,88,30,93,10,59,89,35,7,76,93,95,13,88,87,63,23,13,69,62,93,48,60,14,15,23,48,8,0,17,79,67,0,79,30,91,0,78,94,11,89,52,94,73,26,0,61,16,9,22,0,94,16,20,81,20,59,85,0,67,58,56,74,62,36,0,49,56,30,0,18,0,74,0,25,0,12,0,42,75,21,54,92,82,9,65,35,77,84,65,59,93,50,53,0,94,96,15,60,84,32,0,0,75,71,0,49,82,45,0,44,38,33,91,11,34,0,38,79,54,37,13,32,0,9,11,0,0,20,34,76,17,0,77,45,79,91,24,13,0,35,41,87,39,87,0,10,79,0,48,30,94,64,74,29,57,65,0,36,7,0,83,10,17,95,47,82,94,13,97,50,97,0
2025-06-01,80,54,79,68,82,64,0,71,77,23,34,91,11,56,97,42,14,27,17,33,89,95,35,37,100,91,48,94,51,29,35,9,59,76,53,96,63,61,12,16,42,24,75,27,42,6,0,85,100,67,94,59,44,62,60,94,30,14,91,0,67,27,2,57,74,16,65,71,9,34,97,5,81,26,67,25,19,11,26,73,12,88,28,30,57,45,21,0,91,23,89,0,58,64,40,9,70,75,91,10,87,88,58,18,15,76,63,87,0,61,12,14,18,48,7,0,12,87,69,0,82,33,83,0,75,90,13,93,59,98,0,17,7,55,21,7,18,0,89,9,18,83,25,61,81,0,63,58,61,66,58,28,0,44,43,28,66,23,0,72,0,18,0,12,0,43,72,14,56,93,85,11,67,40,76,88,52,51,96,41,40,0,91,97,22,54,83,26,0,0,82,71,0,54,65,46,0,43,35,30,36,0,36,0,39,100,50,39,11,30,0,9,12,0,0,18,37,77,20,0,0,44,75,95,17,6,0,35,39,85,38,89,0,9,84,0,64,22,85,63,81,31,62,68,0,36,0,0,88,8,19,75,52,81,86,13,97,48,89,8
2025-06-02,72,43,89,86,64,57,73,67,71,20,44,75,79,72,92,68,10,43,34,32,91,90,44,65,95,62,49,76,54,23,45,17,82,63,59,96,81,44,17,49,38,17,67,32,23,19,0,67,87,98,93,87,77,65,42,66,34,14,88,15,80,22,5,49,81,27,46,63,11,54,93,2,54,27,50,24,42,21,40,82,18,94,38,39,42,81,46,71,73,51,64,20,67,91,39,17,89,73,56,25,87,83,71,45,27,62,52,93,81,65,26,29,54,58,15,100,27,73,91,52,70,51,69,0,93,86,19,70,54,85,64,41,6,32,31,14,53,100,81,17,38,65,40,53,75,19,49,52,53,73,48,54,0,39,85,53,65,13,0,58,0,34,4,33,6,54,94,41,68,69,70,17,96,41,67,93,59,50,80,31,89,0,80,67,27,73,66,45,0,12,72,87,9,53,41,36,0,50,39,27,54,14,47,0,83,78,54,61,14,46,87,13,23,0,0,29,30,62,23,0,87,45,53,73,37,22,0,40,36,70,46,74,0,13,73,0,51,44,67,100,49,21,53,59,100,51,0,0,71,19,26,83,59,86,71,14,75,39,83,11
2025-06-03,69,47,91,85,59,54,100,64,64,21,41,72,37,84,94,71,10,40,36,31,92,92,47,69,95,60,57,74,64,24,50,22,81,57,59,94,86,44,23,47,38,16,69,31,23,18,0,67,84,100,81,91,87,63,50,70,42,13,75,17,89,24,5,100,80,25,47,70,15,53,97,2,55,28,49,26,58,24,46,82,17,91,44,31,44,92,54,72,70,49,64,29,71,91,58,16,95,72,56,28,87,71,74,51,21,57,51,97,63,56,26,17,53,63,16,76,43,63,87,55,74,60,65,0,100,85,14,67,69,85,69,43,28,31,26,18,65,0,80,33,42,66,41,54,91,12,56,55,51,75,46,44,0,35,92,53,67,17,77,58,0,47,7,36,0,54,98,39,86,69,68,9,94,47,62,96,61,52,82,34,64,0,79,67,27,74,62,54,82,20,68,74,10,46,40,36,8,52,58,33,46,13,44,0,83,68,57,64,15,28,62,10,26,0,0,31,35,57,24,0,87,54,51,71,38,11,3,39,33,64,48,76,0,12,80,0,46,50,65,83,47,21,49,54,0,52,0,0,67,23,28,85,58,92,72,13,76,37,72,17
2025-06-04,66,45,92,78,59,59,76,72,66,20,45,77,33,75,91,64,11,46,37,50,87,96,37,72,90,59,49,73,54,24,69,31,78,58,56,92,88,46,24,56,39,18,74,32,23,17,0,71,79,99,81,89,83,64,46,71,40,17,73,25,70,21,5,50,84,31,52,63,19,54,94,2,56,27,49,22,37,29,34,83,16,83,100,36,43,81,44,100,73,55,61,26,70,90,47,18,92,67,55,56,92,70,77,49,57,61,47,88,92,60,25,20,48,53,15,43,26,67,100,71,72,48,83,0,87,84,14,75,59,100,100,42,12,34,25,19,62,0,79,30,37,66,43,53,76,15,51,54,66,74,45,50,100,37,100,52,100,22,60,60,0,48,6,34,8,52,100,46,82,64,74,15,93,44,63,90,62,82,79,33,63,0,99,71,31,75,64,64,100,20,69,79,7,75,34,47,7,45,52,31,48,13,44,0,78,62,55,57,20,48,87,10,23,0,0,34,37,51,24,0,83,51,52,75,37,21,0,41,31,58,45,78,6,8,82,10,53,60,69,67,47,22,51,49,0,46,11,0,60,26,28,84,57,85,67,12,80,39,71,17
2025-06-05,66,45,92,77,58,55,89,70,65,20,47,74,27,78,92,63,11,47,31,51,92,94,41,73,88,58,41,78,55,23,54,16,80,55,54,92,78,46,23,46,49,19,100,33,25,20,0,74,78,96,78,87,85,62,47,73,40,15,63,24,75,22,5,42,84,24,51,61,18,53,93,3,60,35,52,21,38,29,48,81,24,83,43,33,47,87,42,64,70,45,65,22,67,85,42,17,87,73,59,100,91,73,77,44,25,59,49,94,62,60,19,24,38,51,13,54,23,64,82,57,70,55,69,0,83,82,14,68,50,82,97,48,10,34,22,22,53,0,76,26,35,66,50,52,77,21,50,61,66,77,48,47,89,34,89,50,0,16,100,60,0,43,6,26,6,48,91,45,84,66,68,20,93,50,61,90,62,66,83,38,100,0,81,72,38,71,70,51,0,15,69,74,9,52,56,42,0,44,49,32,46,17,38,0,78,61,58,66,16,36,100,20,22,0,0,35,26,52,21,0,0,51,53,80,42,14,0,40,26,56,42,77,0,13,78,9,41,47,73,86,50,26,45,48,89,48,9,5,62,23,23,92,53,86,64,18,77,39,77,16
2025-06-06,67,46,88,85,61,58,100,74,68,22,44,76,23,77,85,60,12,37,23,80,90,92,47,63,82,62,48,79,53,26,53,30,76,54,51,86,73,59,19,51,49,18,80,26,34,17,0,71,82,91,73,80,71,65,55,77,38,16,59,17,66,13,4,52,78,31,53,63,16,54,89,3,60,25,54,23,33,24,36,71,20,88,35,30,49,78,36,51,70,42,65,14,59,91,50,19,84,80,64,39,92,70,80,41,18,58,53,96,0,51,16,13,48,48,8,0,29,86,81,88,72,57,83,0,80,85,13,72,50,81,0,39,6,42,24,19,49,88,80,27,33,71,48,53,77,10,49,60,64,76,52,45,0,35,79,43,54,17,100,62,0,43,6,33,7,47,80,33,81,75,68,12,75,45,67,84,55,68,83,39,53,0,77,77,21,66,74,50,84,11,69,76,6,67,38,47,0,47,43,34,41,8,39,0,76,68,57,74,11,30,70,10,20,0,0,26,31,48,22,95,88,51,56,82,27,18,0,52,24,62,45,77,0,9,80,0,44,40,74,56,54,100,45,49,0,43,7,6,63,16,21,97,57,87,74,10,77,48,81,13
2025-06-07,65,45,83,58,59,48,0,90,77,16,0,81,0,84,91,50,14,28,0,44,88,87,0,37,87,62,50,90,54,29,36,0,57,53,46,87,67,100,0,20,47,23,77,41,58,0,0,73,84,70,52,58,55,56,100,81,42,13,73,0,43,0,3,66,73,0,51,57,0,42,85,2,90,33,56,28,16,0,0,70,19,87,42,0,52,48,0,0,78,34,90,0,60,74,46,0,71,41,100,18,82,71,60,0,0,60,53,69,0,38,0,100,0,53,0,0,0,80,59,0,77,0,64,0,75,82,0,69,35,80,0,0,0,65,33,0,29,0,75,0,24,84,0,64,67,0,43,56,78,54,50,40,0,20,0,36,0,0,0,63,0,22,0,0,0,57,70,0,0,79,79,0,56,41,69,70,62,40,88,50,0,0,76,81,0,61,73,51,0,0,68,70,0,45,0,32,0,52,40,31,66,0,0,0,56,79,46,40,0,0,0,0,0,0,0,0,33,53,0,0,0,46,67,93,0,0,0,61,0,82,37,81,0,0,83,0,68,33,75,0,52,98,66,55,0,47,0,0,63,0,0,55,56,85,48,0,90,46,94,0
