Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date
LBTYA,LIBERTY GLOBAL LTD CLASS A,Communication,Equity,"423,374.45",0.00,"423,374.45","43,873.00",9.65,United States,NASDAQ,USD,1.00,--
UI,UBIQUITI INC,Information Technology,Equity,"423,433.50",0.00,"423,433.50","1,050.00",403.27,United States,New York Stock Exchange Inc.,USD,1.00,--
ETNB,89BIO INC,Health Care,Equity,"417,631.05",0.00,"417,631.05","41,065.00",10.17,United States,NASDAQ,USD,1.00,--
ZD,ZIFF DAVIS INC,Communication,Equity,"417,994.05",0.00,"417,994.05","12,945.00",32.29,United States,NASDAQ,USD,1.00,--
GNL,GLOBAL NET LEASE INC,Real Estate,Equity,"418,030.34",0.00,"418,030.34","54,502.00",7.67,United States,New York Stock Exchange Inc.,USD,1.00,--
MSGE,MADISON SQUARE GARDEN ENTERTAINMEN,Communication,Equity,"418,084.98",0.00,"418,084.98","11,257.00",37.14,United States,New York Stock Exchange Inc.,USD,1.00,--
SUPN,SUPERNUS PHARMACEUTICALS INC,Health Care,Equity,"418,667.70",0.00,"418,667.70","12,990.00",32.23,United States,NASDAQ,USD,1.00,--
STC,STEWART INFO SERVICES CORP,Financials,Equity,"416,721.60",0.00,"416,721.60","6,880.00",60.57,United States,New York Stock Exchange Inc.,USD,1.00,--
ATEC,ALPHATEC HOLDNGS INC,Health Care,Equity,"416,843.16",0.00,"416,843.16","32,926.00",12.66,United States,NASDAQ,USD,1.00,--
ATRC,ATRICURE INC,Health Care,Equity,"414,502.55",0.00,"414,502.55","11,935.00",34.73,United States,NASDAQ,USD,1.00,--
IGT,INTERNATIONAL GAME TECHNOLOGY PLC,Consumer Discretionary,Equity,"415,126.05",0.00,"415,126.05","28,531.00",14.55,United States,New York Stock Exchange Inc.,USD,1.00,--
JBLU,JETBLUE AIRWAYS CORP,Industrials,Equity,"415,377.67",0.00,"415,377.67","79,727.00",5.21,United States,NASDAQ,USD,1.00,--
DDS,DILLARDS INC CLASS A,Consumer Discretionary,Equity,"413,870.37",0.00,"413,870.37","1,041.00",397.57,United States,New York Stock Exchange Inc.,USD,1.00,--
IMAX,IMAX CORP,Communication,Equity,"411,716.13",0.00,"411,716.13","14,741.00",27.93,United States,New York Stock Exchange Inc.,USD,1.00,--
UVV,UNIVERSAL CORP,Consumer Staples,Equity,"410,740.26",0.00,"410,740.26","6,594.00",62.29,United States,New York Stock Exchange Inc.,USD,1.00,--
COCO,THE VITA COCO COMPANY INC,Consumer Staples,Equity,"410,865.00",0.00,"410,865.00","11,739.00",35.00,United States,NASDAQ,USD,1.00,--
HTH,HILLTOP HOLDINGS INC,Financials,Equity,"406,980.00",0.00,"406,980.00","13,680.00",29.75,United States,New York Stock Exchange Inc.,USD,1.00,--
BEAM,BEAM THERAPEUTICS INC,Health Care,Equity,"407,550.72",0.00,"407,550.72","24,144.00",16.88,United States,NASDAQ,USD,1.00,--
TVTX,TRAVERE THERAPEUTICS INC,Health Care,Equity,"405,820.80",0.00,"405,820.80","26,352.00",15.40,United States,NASDAQ,USD,1.00,--
DNOW,DNOW INC,Industrials,Equity,"403,852.41",0.00,"403,852.41","27,417.00",14.73,United States,New York Stock Exchange Inc.,USD,1.00,--
APGE,APOGEE THERAPEUTICS INC,Health Care,Equity,"404,283.24",0.00,"404,283.24","10,903.00",37.08,United States,NASDAQ,USD,1.00,--
ICFI,ICF INTERNATIONAL INC,Industrials,Equity,"405,037.80",0.00,"405,037.80","4,815.00",84.12,United States,NASDAQ,USD,1.00,--
CWK,CUSHMAN AND WAKEFIELD PLC,Real Estate,Equity,"405,065.90",0.00,"405,065.90","40,265.00",10.06,United States,New York Stock Exchange Inc.,USD,1.00,--
NTST,NETSTREIT CORP,Real Estate,Equity,"402,516.40",0.00,"402,516.40","24,970.00",16.12,United States,New York Stock Exchange Inc.,USD,1.00,--
HRMY,HARMONY BIOSCIENCES HLDG INC,Health Care,Equity,"403,275.51",0.00,"403,275.51","11,421.00",35.31,United States,NASDAQ,USD,1.00,--
SEM,SELECT MEDICAL HOLDINGS CORP,Health Care,Equity,"400,984.21",0.00,"400,984.21","26,191.00",15.31,United States,New York Stock Exchange Inc.,USD,1.00,--
PZZA,PAPA JOHNS INTERNATIONAL INC,Consumer Discretionary,Equity,"401,227.11",0.00,"401,227.11","8,649.00",46.39,United States,NASDAQ,USD,1.00,--
NGVT,INGEVITY CORP,Materials,Equity,"401,847.04",0.00,"401,847.04","9,632.00",41.72,United States,New York Stock Exchange Inc.,USD,1.00,--
ARI,APOLLO COMMERCIAL REAL ESTATE FINA,Financials,Equity,"401,883.74",0.00,"401,883.74","40,759.00",9.86,United States,New York Stock Exchange Inc.,USD,1.00,--
UNFI,UNITED NATURAL FOODS INC,Consumer Staples,Equity,"402,048.00",0.00,"402,048.00","13,960.00",28.80,United States,New York Stock Exchange Inc.,USD,1.00,--
HTO,H2O AMERICA,Utilities,Equity,"400,379.84",0.00,"400,379.84","7,606.00",52.64,United States,NASDAQ,USD,1.00,--
ABR,ARBOR REALTY TRUST REIT INC,Financials,Equity,"400,600.08",0.00,"400,600.08","41,214.00",9.72,United States,New York Stock Exchange Inc.,USD,1.00,--
CRGY,CRESCENT ENERGY CLASS A,Energy,Equity,"398,278.35",0.00,"398,278.35","43,815.00",9.09,United States,New York Stock Exchange Inc.,USD,1.00,--
HCI,HCI GROUP INC,Financials,Equity,"398,430.70",0.00,"398,430.70","2,414.00",165.05,United States,New York Stock Exchange Inc.,USD,1.00,--
BHE,BENCHMARK ELECTRONICS INC,Information Technology,Equity,"396,107.76",0.00,"396,107.76","10,546.00",37.56,United States,New York Stock Exchange Inc.,USD,1.00,--
LGND,LIGAND PHARMACEUTICALS INC,Health Care,Equity,"396,196.85",0.00,"396,196.85","3,871.00",102.35,United States,NASDAQ,USD,1.00,--
SEZL,SEZZLE INC,Financials,Equity,"396,700.68",0.00,"396,700.68","3,478.00",114.06,United States,NASDAQ,USD,1.00,--
QS,QUANTUMSCAPE CORP CLASS A,Consumer Discretionary,Equity,"396,742.27",0.00,"396,742.27","97,003.00",4.09,United States,New York Stock Exchange Inc.,USD,1.00,--
BTU,PEABODY ENERGY CORP,Energy,Equity,"397,274.41",0.00,"397,274.41","30,257.00",13.13,United States,New York Stock Exchange Inc.,USD,1.00,--
EPC,EDGEWELL PERSONAL CARE,Consumer Staples,Equity,"397,508.28",0.00,"397,508.28","14,989.00",26.52,United States,New York Stock Exchange Inc.,USD,1.00,--
ARCB,ARCBEST CORP,Industrials,Equity,"393,059.52",0.00,"393,059.52","6,111.00",64.32,United States,NASDAQ,USD,1.00,--
UPBD,UPBOUND GROUP INC,Consumer Discretionary,Equity,"393,983.80",0.00,"393,983.80","16,220.00",24.29,United States,NASDAQ,USD,1.00,--
INSW,INTERNATIONAL SEAWAYS INC,Energy,Equity,"394,033.64",0.00,"394,033.64","10,598.00",37.18,United States,New York Stock Exchange Inc.,USD,1.00,--
PD,PAGERDUTY INC,Information Technology,Equity,"394,320.68",0.00,"394,320.68","26,429.00",14.92,United States,New York Stock Exchange Inc.,USD,1.00,--
LMAT,LEMAITRE VASCULAR INC,Health Care,Equity,"391,513.50",0.00,"391,513.50","4,725.00",82.86,United States,NASDAQ,USD,1.00,--
NIC,NICOLET BANKSHARES INC,Financials,Equity,"388,495.44",0.00,"388,495.44","3,231.00",120.24,United States,New York Stock Exchange Inc.,USD,1.00,--
ADNT,ADIENT PLC,Consumer Discretionary,Equity,"387,686.25",0.00,"387,686.25","24,615.00",15.75,United States,New York Stock Exchange Inc.,USD,1.00,--
NTCT,NETSCOUT SYSTEMS INC,Information Technology,Equity,"384,064.46",0.00,"384,064.46","16,406.00",23.41,United States,NASDAQ,USD,1.00,--
TRIP,TRIPADVISOR INC,Communication,Equity,"384,639.84",0.00,"384,639.84","27,396.00",14.04,United States,NASDAQ,USD,1.00,--
MTRN,MATERION CORP,Materials,Equity,"385,051.20",0.00,"385,051.20","4,962.00",77.60,United States,New York Stock Exchange Inc.,USD,1.00,--
CSTM,CONSTELLIUM SE CLASS A,Materials,Equity,"382,809.20",0.00,"382,809.20","30,190.00",12.68,United States,New York Stock Exchange Inc.,USD,1.00,--
INVA,INNOVIVA INC,Health Care,Equity,"378,216.00",0.00,"378,216.00","18,360.00",20.60,United States,NASDAQ,USD,1.00,--
BLBD,BLUE BIRD CORP,Industrials,Equity,"378,624.48",0.00,"378,624.48","9,776.00",38.73,United States,NASDAQ,USD,1.00,--
WT,WISDOMTREE INC,Financials,Equity,"378,680.76",0.00,"378,680.76","39,694.00",9.54,United States,New York Stock Exchange Inc.,USD,1.00,--
STR,SITIO ROYALTIES CORP CLASS A,Energy,Equity,"378,850.87",0.00,"378,850.87","18,971.00",19.97,United States,New York Stock Exchange Inc.,USD,1.00,--
KWR,QUAKER HOUGHTON CORP,Materials,Equity,"378,914.62",0.00,"378,914.62","3,514.00",107.83,United States,New York Stock Exchange Inc.,USD,1.00,--
LBRDA,LIBERTY BROADBAND CORP SERIES A,Communication,Equity,"376,252.80",0.00,"376,252.80","4,072.00",92.40,United States,NASDAQ,USD,1.00,--
CC,CHEMOURS,Materials,Equity,"376,327.14",0.00,"376,327.14","37,898.00",9.93,United States,New York Stock Exchange Inc.,USD,1.00,--
GBX,GREENBRIER INC,Industrials,Equity,"377,746.15",0.00,"377,746.15","8,293.00",45.55,United States,New York Stock Exchange Inc.,USD,1.00,--
ELME,ELME,Real Estate,Equity,"375,387.00",0.00,"375,387.00","23,550.00",15.94,United States,New York Stock Exchange Inc.,USD,1.00,--
CUBI,CUSTOMERS BANCORP INC,Financials,Equity,"375,548.80",0.00,"375,548.80","7,264.00",51.70,United States,New York Stock Exchange Inc.,USD,1.00,--
WWW,WOLVERINE WORLD WIDE INC,Consumer Discretionary,Equity,"375,709.83",0.00,"375,709.83","22,377.00",16.79,United States,New York Stock Exchange Inc.,USD,1.00,--
JOE,ST JOE,Real Estate,Equity,"373,760.21",0.00,"373,760.21","8,341.00",44.81,United States,New York Stock Exchange Inc.,USD,1.00,--
INOD,INNODATA INC,Industrials,Equity,"374,210.28",0.00,"374,210.28","8,451.00",44.28,United States,NASDAQ,USD,1.00,--
NNI,NELNET INC CLASS A,Financials,Equity,"372,080.52",0.00,"372,080.52","3,204.00",116.13,United States,New York Stock Exchange Inc.,USD,1.00,--
XHR,XENIA HOTELS RESORTS REIT INC,Real Estate,Equity,"373,170.84",0.00,"373,170.84","30,638.00",12.18,United States,New York Stock Exchange Inc.,USD,1.00,--
ASAN,ASANA INC CLASS A,Information Technology,Equity,"370,462.00",0.00,"370,462.00","19,498.00",19.00,United States,New York Stock Exchange Inc.,USD,1.00,--
CCS,CENTURY COMMUNITIES INC,Consumer Discretionary,Equity,"368,618.18",0.00,"368,618.18","7,097.00",51.94,United States,New York Stock Exchange Inc.,USD,1.00,--
JBGS,JBG SMITH PROPERTIES,Real Estate,Equity,"368,975.67",0.00,"368,975.67","21,169.00",17.43,United States,New York Stock Exchange Inc.,USD,1.00,--
HI,HILLENBRAND INC,Industrials,Equity,"369,136.16",0.00,"369,136.16","18,776.00",19.66,United States,New York Stock Exchange Inc.,USD,1.00,--
ACMR,ACM RESEARCH CLASS A INC,Information Technology,Equity,"369,677.20",0.00,"369,677.20","15,832.00",23.35,United States,NASDAQ,USD,1.00,--
DVAX,DYNAVAX TECHNOLOGIES CORP,Health Care,Equity,"370,089.72",0.00,"370,089.72","36,972.00",10.01,United States,NASDAQ,USD,1.00,--
WABC,WESTAMERICA BANCORPORATION,Financials,Equity,"367,243.50",0.00,"367,243.50","7,635.00",48.10,United States,NASDAQ,USD,1.00,--
BHVN,BIOHAVEN LTD,Health Care,Equity,"367,958.04",0.00,"367,958.04","23,318.00",15.78,United States,New York Stock Exchange Inc.,USD,1.00,--
FBNC,FIRST BANCORP,Financials,Equity,"368,087.13",0.00,"368,087.13","8,919.00",41.27,United States,NASDAQ,USD,1.00,--
OCUL,OCULAR THERAPEUTIX INC,Health Care,Equity,"368,427.57",0.00,"368,427.57","44,229.00",8.33,United States,NASDAQ,USD,1.00,--
ALEX,ALEXANDER AND BALDWIN INC,Real Estate,Equity,"365,928.70",0.00,"365,928.70","20,386.00",17.95,United States,New York Stock Exchange Inc.,USD,1.00,--
FCF,FIRST COMMONWEALTH FINANCIAL CORP,Financials,Equity,"366,192.23",0.00,"366,192.23","23,369.00",15.67,United States,New York Stock Exchange Inc.,USD,1.00,--
DK,DELEK US HOLDINGS INC,Energy,Equity,"366,796.50",0.00,"366,796.50","19,005.00",19.30,United States,New York Stock Exchange Inc.,USD,1.00,--
STEL,STELLAR BANCORP INC,Financials,Equity,"364,093.00",0.00,"364,093.00","13,460.00",27.05,United States,New York Stock Exchange Inc.,USD,1.00,--
ADEA,ADEIA INC,Information Technology,Equity,"362,783.99",0.00,"362,783.99","27,757.00",13.07,United States,NASDAQ,USD,1.00,--
USLM,UNITED STATES LIME AND MINERALS IN,Materials,Equity,"362,904.82",0.00,"362,904.82","3,391.00",107.02,United States,NASDAQ,USD,1.00,--
VRE,VERIS RESIDENTIAL INC,Real Estate,Equity,"363,124.29",0.00,"363,124.29","23,937.00",15.17,United States,New York Stock Exchange Inc.,USD,1.00,--
NHC,NATIONAL HEALTHCARE CORP,Health Care,Equity,"363,378.99",0.00,"363,378.99","3,471.00",104.69,United States,Nyse Mkt Llc,USD,1.00,--
GO,GROCERY OUTLET HOLDING CORP,Consumer Staples,Equity,"364,022.38",0.00,"364,022.38","25,946.00",14.03,United States,NASDAQ,USD,1.00,--
LLYVA,LIBERTY MEDIA LIBERTY LIVE CORP SE,Communication,Equity,"361,061.58",0.00,"361,061.58","4,961.00",72.78,United States,NASDAQ,USD,1.00,--
RPD,RAPID7 INC,Information Technology,Equity,"360,545.71",0.00,"360,545.71","15,029.00",23.99,United States,NASDAQ,USD,1.00,--
MNKD,MANNKIND CORP,Health Care,Equity,"358,285.20",0.00,"358,285.20","81,060.00",4.42,United States,NASDAQ,USD,1.00,--
LION,LIONSGATE STUDIOS CORP,Communication,Equity,"358,321.60",0.00,"358,321.60","49,220.00",7.28,United States,New York Stock Exchange Inc.,USD,1.00,--
KGS,KODIAK GAS SERVICES INC,Energy,Equity,"358,497.81",0.00,"358,497.81","9,787.00",36.63,United States,New York Stock Exchange Inc.,USD,1.00,--
BTSG,BRIGHTSPRING HEALTH SERVICES INC,Health Care,Equity,"358,841.45",0.00,"358,841.45","15,173.00",23.65,United States,NASDAQ,USD,1.00,--
DHT,DHT HOLDINGS INC,Energy,Equity,"354,971.76",0.00,"354,971.76","31,029.00",11.44,Bermuda,New York Stock Exchange Inc.,USD,1.00,--
SDGR,SCHRODINGER INC,Health Care,Equity,"355,408.00",0.00,"355,408.00","15,520.00",22.90,United States,NASDAQ,USD,1.00,--
OMCL,OMNICELL INC,Health Care,Equity,"355,830.42",0.00,"355,830.42","11,471.00",31.02,United States,NASDAQ,USD,1.00,--
MLKN,MILLERKNOLL INC,Industrials,Equity,"356,364.00",0.00,"356,364.00","20,840.00",17.10,United States,NASDAQ,USD,1.00,--
LKFN,LAKELAND FINANCIAL CORP,Financials,Equity,"352,460.74",0.00,"352,460.74","5,849.00",60.26,United States,NASDAQ,USD,1.00,--
AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,Health Care,Equity,"352,675.55",0.00,"352,675.55","47,339.00",7.45,United States,NASDAQ,USD,1.00,--
SNDR,SCHNEIDER NATIONAL INC CLASS B,Industrials,Equity,"350,664.06",0.00,"350,664.06","14,666.00",23.91,United States,New York Stock Exchange Inc.,USD,1.00,--
WMK,WEIS MARKETS INC,Consumer Staples,Equity,"350,838.16",0.00,"350,838.16","4,696.00",74.71,United States,New York Stock Exchange Inc.,USD,1.00,--
GEF,GREIF INC CLASS A,Materials,Equity,"349,113.36",0.00,"349,113.36","6,261.00",55.76,United States,New York Stock Exchange Inc.,USD,1.00,--
PARR,PAR PACIFIC HOLDINGS INC,Energy,Equity,"349,774.80",0.00,"349,774.80","16,008.00",21.85,United States,New York Stock Exchange Inc.,USD,1.00,--
NWN,NORTHWEST NATURAL HOLDING COMPANY,Utilities,Equity,"349,938.60",0.00,"349,938.60","8,598.00",40.70,United States,New York Stock Exchange Inc.,USD,1.00,--
SG,SWEETGREEN INC CLASS A,Consumer Discretionary,Equity,"350,286.30",0.00,"350,286.30","24,843.00",14.10,United States,New York Stock Exchange Inc.,USD,1.00,--
DFIN,DONNELLEY FINANCIAL SOLUTIONS INC,Financials,Equity,"348,392.17",0.00,"348,392.17","6,389.00",54.53,United States,New York Stock Exchange Inc.,USD,1.00,--
SPNT,SIRIUSPOINT LTD,Financials,Equity,"344,544.22",0.00,"344,544.22","17,678.00",19.49,United States,New York Stock Exchange Inc.,USD,1.00,--
MBC,MASTERBRAND INC,Industrials,Equity,"345,229.20",0.00,"345,229.20","33,846.00",10.20,United States,New York Stock Exchange Inc.,USD,1.00,--
LQDA,LIQUIDIA CORP,Health Care,Equity,"342,733.02",0.00,"342,733.02","20,734.00",16.53,United States,NASDAQ,USD,1.00,--
LTC,LTC PROPERTIES REIT INC,Real Estate,Equity,"342,844.32",0.00,"342,844.32","9,776.00",35.07,United States,New York Stock Exchange Inc.,USD,1.00,--
ANDE,ANDERSONS INC,Consumer Staples,Equity,"343,813.47",0.00,"343,813.47","9,737.00",35.31,United States,NASDAQ,USD,1.00,--
ROG,ROGERS CORP,Information Technology,Equity,"341,195.57",0.00,"341,195.57","5,063.00",67.39,United States,New York Stock Exchange Inc.,USD,1.00,--
CTS,CTS CORP,Information Technology,Equity,"342,357.00",0.00,"342,357.00","8,210.00",41.70,United States,New York Stock Exchange Inc.,USD,1.00,--
GTY,GETTY REALTY REIT CORP,Real Estate,Equity,"339,873.00",0.00,"339,873.00","11,740.00",28.95,United States,New York Stock Exchange Inc.,USD,1.00,--
RLJ,RLJ LODGING TRUST REIT,Real Estate,Equity,"340,385.16",0.00,"340,385.16","46,374.00",7.34,United States,New York Stock Exchange Inc.,USD,1.00,--
HLMN,HILLMAN SOLUTIONS CORP,Industrials,Equity,"340,645.11",0.00,"340,645.11","45,971.00",7.41,United States,NASDAQ,USD,1.00,--
TNC,TENNANT,Industrials,Equity,"341,101.26",0.00,"341,101.26","4,581.00",74.46,United States,New York Stock Exchange Inc.,USD,1.00,--
HUT,HUT CORP,Information Technology,Equity,"338,303.90",0.00,"338,303.90","21,065.00",16.06,United States,NASDAQ,USD,1.00,--
NAVI,NAVIENT CORP,Financials,Equity,"338,809.50",0.00,"338,809.50","25,097.00",13.50,United States,NASDAQ,USD,1.00,--
FA,FIRST ADVANTAGE CORP,Industrials,Equity,"339,393.10",0.00,"339,393.10","18,751.00",18.10,United States,NASDAQ,USD,1.00,--
BFC,BANK FIRST CORP,Financials,Equity,"339,451.29",0.00,"339,451.29","2,917.00",116.37,United States,NASDAQ,USD,1.00,--
NEOG,NEOGEN CORP,Health Care,Equity,"339,558.00",0.00,"339,558.00","56,593.00",6.00,United States,NASDAQ,USD,1.00,--
EVRI,EVERI HOLDINGS INC,Consumer Discretionary,Equity,"336,989.13",0.00,"336,989.13","23,883.00",14.11,United States,New York Stock Exchange Inc.,USD,1.00,--
QCRH,QCR HOLDINGS INC,Financials,Equity,"335,835.50",0.00,"335,835.50","5,005.00",67.10,United States,NASDAQ,USD,1.00,--
TFIN,TRIUMPH FINANCIAL INC,Financials,Equity,"336,153.60",0.00,"336,153.60","5,760.00",58.36,United States,NASDAQ,USD,1.00,--
AMR,ALPHA METALLURGICAL RESOURCE INC,Materials,Equity,"334,418.49",0.00,"334,418.49","2,999.00",111.51,United States,New York Stock Exchange Inc.,USD,1.00,--
TNDM,TANDEM DIABETES CARE INC,Health Care,Equity,"334,804.27",0.00,"334,804.27","16,229.00",20.63,United States,NASDAQ,USD,1.00,--
CGON,CG ONCOLOGY INC,Health Care,Equity,"335,008.95",0.00,"335,008.95","12,505.00",26.79,United States,NASDAQ,USD,1.00,--
KNSA,KINIKSA PHARMACEUTICALS INTERNATIO,Health Care,Equity,"332,086.88",0.00,"332,086.88","11,408.00",29.11,United States,NASDAQ,USD,1.00,--
KALU,KAISER ALUMINIUM CORP,Materials,Equity,"330,839.25",0.00,"330,839.25","4,305.00",76.85,United States,NASDAQ,USD,1.00,--
SCL,STEPAN,Materials,Equity,"329,035.36",0.00,"329,035.36","6,044.00",54.44,United States,New York Stock Exchange Inc.,USD,1.00,--
LZ,LEGALZOOM COM INC,Industrials,Equity,"327,533.22",0.00,"327,533.22","35,679.00",9.18,United States,NASDAQ,USD,1.00,--
LEG,LEGGETT & PLATT INC,Consumer Discretionary,Equity,"326,139.06",0.00,"326,139.06","35,958.00",9.07,United States,New York Stock Exchange Inc.,USD,1.00,--
ANIP,ANI PHARMACEUTICALS INC,Health Care,Equity,"326,304.72",0.00,"326,304.72","5,292.00",61.66,United States,NASDAQ,USD,1.00,--
PHR,PHREESIA INC,Health Care,Equity,"326,529.48",0.00,"326,529.48","12,666.00",25.78,United States,New York Stock Exchange Inc.,USD,1.00,--
VERA,VERA THERAPEUTICS INC CLASS A,Health Care,Equity,"326,564.15",0.00,"326,564.15","10,565.00",30.91,United States,NASDAQ,USD,1.00,--
STBA,S AND T BANCORP INC,Financials,Equity,"326,822.65",0.00,"326,822.65","8,869.00",36.85,United States,NASDAQ,USD,1.00,--
SONO,SONOS INC,Consumer Discretionary,Equity,"326,825.38",0.00,"326,825.38","31,979.00",10.22,United States,NASDAQ,USD,1.00,--
DBD,DIEBOLD NIXDORF INC,Information Technology,Equity,"327,266.25",0.00,"327,266.25","6,645.00",49.25,United States,New York Stock Exchange Inc.,USD,1.00,--
ARQT,ARCUTIS BIOTHERAPEUTICS INC,Health Care,Equity,"324,624.01",0.00,"324,624.01","24,463.00",13.27,United States,NASDAQ,USD,1.00,--
NVEE,NV5 GLOBAL INC,Industrials,Equity,"324,996.00",0.00,"324,996.00","14,600.00",22.26,United States,NASDAQ,USD,1.00,--
APPN,APPIAN CORP CLASS A,Information Technology,Equity,"325,181.92",0.00,"325,181.92","10,213.00",31.84,United States,NASDAQ,USD,1.00,--
CLDX,CELLDEX THERAPEUTICS INC,Health Care,Equity,"325,430.86",0.00,"325,430.86","16,378.00",19.87,United States,NASDAQ,USD,1.00,--
UAA,UNDER ARMOUR INC CLASS A,Consumer Discretionary,Equity,"325,646.22",0.00,"325,646.22","49,793.00",6.54,United States,New York Stock Exchange Inc.,USD,1.00,--
CBRL,CRACKER BARREL OLD COUNTRY STORE I,Consumer Discretionary,Equity,"323,329.76",0.00,"323,329.76","5,744.00",56.29,United States,NASDAQ,USD,1.00,--
BKD,BROOKDALE SENIOR LIVING INC,Health Care,Equity,"323,499.00",0.00,"323,499.00","49,015.00",6.60,United States,New York Stock Exchange Inc.,USD,1.00,--
AIV,APARTMENT INVESTMENT AND MANAGEMEN,Real Estate,Equity,"324,145.80",0.00,"324,145.80","40,018.00",8.10,United States,New York Stock Exchange Inc.,USD,1.00,--
GIII,G III APPAREL GROUP LTD,Consumer Discretionary,Equity,"324,178.96",0.00,"324,178.96","11,144.00",29.09,United States,NASDAQ,USD,1.00,--
CERT,CERTARA INC,Health Care,Equity,"324,249.24",0.00,"324,249.24","28,294.00",11.46,United States,NASDAQ,USD,1.00,--
WINA,WINMARK CORP,Consumer Discretionary,Equity,"322,057.04",0.00,"322,057.04",766.00,420.44,United States,NASDAQ,USD,1.00,--
XMTR,XOMETRY INC CLASS A,Industrials,Equity,"322,358.70",0.00,"322,358.70","9,390.00",34.33,United States,NASDAQ,USD,1.00,--
CRAI,CRA INTERNATIONAL INC,Industrials,Equity,"320,907.30",0.00,"320,907.30","1,717.00",186.90,United States,NASDAQ,USD,1.00,--
SOC,SABLE OFFSHORE CORP CLASS A,Energy,Equity,"318,361.72",0.00,"318,361.72","13,243.00",24.04,United States,New York Stock Exchange Inc.,USD,1.00,--
NWBI,NORTHWEST BANCSHARES INC,Financials,Equity,"319,088.00",0.00,"319,088.00","26,048.00",12.25,United States,NASDAQ,USD,1.00,--
EIG,EMPLOYERS HOLDINGS INC,Financials,Equity,"315,783.50",0.00,"315,783.50","6,511.00",48.50,United States,New York Stock Exchange Inc.,USD,1.00,--
CNNE,CANNAE HOLDINGS INC,Financials,Equity,"316,706.25",0.00,"316,706.25","16,625.00",19.05,United States,New York Stock Exchange Inc.,USD,1.00,--
WGS,GENEDX HOLDINGS CORP CLASS A,Health Care,Equity,"314,320.77",0.00,"314,320.77","4,317.00",72.81,United States,NASDAQ,USD,1.00,--
ARLO,ARLO TECHNOLOGIES INC,Information Technology,Equity,"314,926.12",0.00,"314,926.12","21,482.00",14.66,United States,New York Stock Exchange Inc.,USD,1.00,--
COUR,COURSERA INC,Consumer Discretionary,Equity,"313,278.16",0.00,"313,278.16","34,502.00",9.08,United States,New York Stock Exchange Inc.,USD,1.00,--
VRNT,VERINT SYSTEMS INC,Information Technology,Equity,"313,349.14",0.00,"313,349.14","17,594.00",17.81,United States,NASDAQ,USD,1.00,--
FDP,FRESH DEL MONTE PRODUCE INC,Consumer Staples,Equity,"310,627.40",0.00,"310,627.40","8,870.00",35.02,United States,New York Stock Exchange Inc.,USD,1.00,--
UA,UNDER ARMOUR INC CLASS C,Consumer Discretionary,Equity,"311,132.22",0.00,"311,132.22","50,673.00",6.14,United States,New York Stock Exchange Inc.,USD,1.00,--
TDOC,TELADOC HEALTH INC,Health Care,Equity,"311,310.70",0.00,"311,310.70","44,095.00",7.06,United States,New York Stock Exchange Inc.,USD,1.00,--
PCRX,PACIRA BIOSCIENCES INC,Health Care,Equity,"309,091.20",0.00,"309,091.20","11,708.00",26.40,United States,NASDAQ,USD,1.00,--
PEB,PEBBLEBROOK HOTEL TRUST REIT,Real Estate,Equity,"309,159.16",0.00,"309,159.16","33,751.00",9.16,United States,New York Stock Exchange Inc.,USD,1.00,--
ASTH,ASTRANA HEALTH INC,Health Care,Equity,"309,232.44",0.00,"309,232.44","12,276.00",25.19,United States,NASDAQ,USD,1.00,--
SGHC,SUPER GROUP LTD,Consumer Discretionary,Equity,"309,448.88",0.00,"309,448.88","35,528.00",8.71,Guernsey,New York Stock Exchange Inc.,USD,1.00,--
FLYW,FLYWIRE CORP,Financials,Equity,"310,122.70",0.00,"310,122.70","30,109.00",10.30,United States,NASDAQ,USD,1.00,--
CNOB,CONNECTONE BANCORP INC,Financials,Equity,"310,459.50",0.00,"310,459.50","13,725.00",22.62,United States,NASDAQ,USD,1.00,--
REYN,REYNOLDS CONSUMER PRODUCTS INC,Consumer Staples,Equity,"310,563.90",0.00,"310,563.90","14,181.00",21.90,United States,NASDAQ,USD,1.00,--
PRG,PROG HOLDINGS INC,Financials,Equity,"308,616.75",0.00,"308,616.75","10,551.00",29.25,United States,New York Stock Exchange Inc.,USD,1.00,--
COMM,COMMSCOPE HOLDING INC,Information Technology,Equity,"308,694.00",0.00,"308,694.00","51,449.00",6.00,United States,NASDAQ,USD,1.00,--
FIZZ,NATIONAL BEVERAGE CORP,Consumer Staples,Equity,"306,061.20",0.00,"306,061.20","6,668.00",45.90,United States,NASDAQ,USD,1.00,--
MCRI,MONARCH CASINO AND RESORT INC,Consumer Discretionary,Equity,"306,136.60",0.00,"306,136.60","3,605.00",84.92,United States,NASDAQ,USD,1.00,--
IDT,IDT CORP CLASS B,Communication,Equity,"306,924.97",0.00,"306,924.97","5,203.00",58.99,United States,New York Stock Exchange Inc.,USD,1.00,--
FUBO,FUBOTV INC,Communication,Equity,"306,974.50",0.00,"306,974.50","87,707.00",3.50,United States,New York Stock Exchange Inc.,USD,1.00,--
