Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date
WH,WYNDHAM HOTELS RESORTS INC,Consumer Discretionary,Equity,"1,657,031.04",0.01,"1,657,031.04","19,776.00",83.79,United States,New York Stock Exchange Inc.,USD,1.00,--
IDA,IDACORP INC,Utilities,Equity,"1,655,439.76",0.01,"1,655,439.76","14,183.00",116.72,United States,New York Stock Exchange Inc.,USD,1.00,--
THG,HANOVER INSURANCE GROUP INC,Financials,Equity,"1,652,172.34",0.01,"1,652,172.34","9,338.00",176.93,United States,New York Stock Exchange Inc.,USD,1.00,--
BBWI,BATH AND BODY WORKS INC,Consumer Discretionary,Equity,"1,647,163.35",0.01,"1,647,163.35","60,669.00",27.15,United States,New York Stock Exchange Inc.,USD,1.00,--
MAT,MATTEL INC,Consumer Discretionary,Equity,"1,644,659.88",0.01,"1,644,659.88","87,762.00",18.74,United States,NASDAQ,USD,1.00,--
STWD,STARWOOD PROPERTY TRUST REIT INC,Financials,Equity,"1,643,962.24",0.01,"1,643,962.24","82,861.00",19.84,United States,New York Stock Exchange Inc.,USD,1.00,--
ALK,ALASKA AIR GROUP INC,Industrials,Equity,"1,639,935.50",0.01,"1,639,935.50","32,314.00",50.75,United States,New York Stock Exchange Inc.,USD,1.00,--
FBIN,FORTUNE BRANDS INNOVATIONS INC,Industrials,Equity,"1,636,445.20",0.01,"1,636,445.20","32,360.00",50.57,United States,New York Stock Exchange Inc.,USD,1.00,--
RMBS,RAMBUS INC,Information Technology,Equity,"1,631,236.20",0.01,"1,631,236.20","28,974.00",56.30,United States,NASDAQ,USD,1.00,--
R,RYDER SYSTEM INC,Industrials,Equity,"1,629,944.35",0.01,"1,629,944.35","10,841.00",150.35,United States,New York Stock Exchange Inc.,USD,1.00,--
ELF,ELF BEAUTY INC,Consumer Staples,Equity,"1,628,269.08",0.01,"1,628,269.08","14,186.00",114.78,United States,New York Stock Exchange Inc.,USD,1.00,--
SN,SHARKNINJA INC,Consumer Discretionary,Equity,"1,617,354.08",0.01,"1,617,354.08","17,519.00",92.32,United States,New York Stock Exchange Inc.,USD,1.00,--
FSS,FEDERAL SIGNAL CORP,Industrials,Equity,"1,617,852.60",0.01,"1,617,852.60","16,660.00",97.11,United States,New York Stock Exchange Inc.,USD,1.00,--
CAVA,CAVA GROUP INC,Consumer Discretionary,Equity,"1,618,281.84",0.01,"1,618,281.84","19,964.00",81.06,United States,New York Stock Exchange Inc.,USD,1.00,--
AL,AIR LEASE CORP CLASS A,Industrials,Equity,"1,613,737.69",0.01,"1,613,737.69","28,109.00",57.41,United States,New York Stock Exchange Inc.,USD,1.00,--
AGCO,AGCO CORP,Industrials,Equity,"1,612,348.92",0.01,"1,612,348.92","16,198.00",99.54,United States,New York Stock Exchange Inc.,USD,1.00,--
CHRD,CHORD ENERGY CORP,Energy,Equity,"1,605,296.37",0.01,"1,605,296.37","16,769.00",95.73,United States,NASDAQ,USD,1.00,--
GTLB,GITLAB INC CLASS A,Information Technology,Equity,"1,602,367.78",0.01,"1,602,367.78","34,334.00",46.67,United States,NASDAQ,USD,1.00,--
FOUR,SHIFT4 PAYMENTS INC CLASS A,Financials,Equity,"1,594,265.00",0.01,"1,594,265.00","16,750.00",95.18,United States,New York Stock Exchange Inc.,USD,1.00,--
STRL,STERLING INFRASTRUCTURE INC,Industrials,Equity,"1,587,636.02",0.01,"1,587,636.02","8,174.00",194.23,United States,NASDAQ,USD,1.00,--
CE,CELANESE CORP,Materials,Equity,"1,584,466.36",0.01,"1,584,466.36","29,462.00",53.78,United States,New York Stock Exchange Inc.,USD,1.00,--
CORT,CORCEPT THERAPEUTICS INC,Health Care,Equity,"1,584,897.51",0.01,"1,584,897.51","22,801.00",69.51,United States,NASDAQ,USD,1.00,--
KTOS,KRATOS DEFENSE AND SECURITY SOLUTI,Industrials,Equity,"1,579,118.73",0.01,"1,579,118.73","40,397.00",39.09,United States,NASDAQ,USD,1.00,--
UFPI,UFP INDUSTRIES INC,Industrials,Equity,"1,579,488.75",0.01,"1,579,488.75","16,175.00",97.65,United States,NASDAQ,USD,1.00,--
MSA,MSA SAFETY INC,Industrials,Equity,"1,575,938.19",0.01,"1,575,938.19","9,539.00",165.21,United States,New York Stock Exchange Inc.,USD,1.00,--
LOPE,GRAND CANYON EDUCATION INC,Consumer Discretionary,Equity,"1,574,655.65",0.01,"1,574,655.65","7,979.00",197.35,United States,NASDAQ,USD,1.00,--
LRN,STRIDE INC,Consumer Discretionary,Equity,"1,575,890.25",0.01,"1,575,890.25","11,055.00",142.55,United States,New York Stock Exchange Inc.,USD,1.00,--
HLNE,HAMILTON LANE INC CLASS A,Financials,Equity,"1,571,948.14",0.01,"1,571,948.14","10,514.00",149.51,United States,NASDAQ,USD,1.00,--
MTN,VAIL RESORTS INC,Consumer Discretionary,Equity,"1,569,148.58",0.01,"1,569,148.58","10,058.00",156.01,United States,New York Stock Exchange Inc.,USD,1.00,--
TREX,TREX INC,Industrials,Equity,"1,566,921.64",0.01,"1,566,921.64","28,243.00",55.48,United States,New York Stock Exchange Inc.,USD,1.00,--
DINO,HF SINCLAIR CORP,Energy,Equity,"1,564,331.20",0.01,"1,564,331.20","42,509.00",36.80,United States,New York Stock Exchange Inc.,USD,1.00,--
JXN,JACKSON FINANCIAL INC CLASS A,Financials,Equity,"1,561,786.14",0.01,"1,561,786.14","18,498.00",84.43,United States,New York Stock Exchange Inc.,USD,1.00,--
ENPH,ENPHASE ENERGY INC,Information Technology,Equity,"1,557,368.75",0.01,"1,557,368.75","35,597.00",43.75,United States,NASDAQ,USD,1.00,--
LYFT,LYFT INC CLASS A,Industrials,Equity,"1,549,060.60",0.01,"1,549,060.60","100,916.00",15.35,United States,NASDAQ,USD,1.00,--
TFX,TELEFLEX INC,Health Care,Equity,"1,541,437.92",0.01,"1,541,437.92","12,693.00",121.44,United States,New York Stock Exchange Inc.,USD,1.00,--
VNT,VONTIER CORP,Information Technology,Equity,"1,541,456.98",0.01,"1,541,456.98","42,371.00",36.38,United States,New York Stock Exchange Inc.,USD,1.00,--
PATH,UIPATH INC CLASS A,Information Technology,Equity,"1,539,456.30",0.01,"1,539,456.30","117,966.00",13.05,United States,New York Stock Exchange Inc.,USD,1.00,--
H,HYATT HOTELS CORP CLASS A,Consumer Discretionary,Equity,"1,537,640.08",0.01,"1,537,640.08","11,576.00",132.83,United States,New York Stock Exchange Inc.,USD,1.00,--
CMC,COMMERCIAL METALS,Materials,Equity,"1,534,978.64",0.01,"1,534,978.64","31,403.00",48.88,United States,New York Stock Exchange Inc.,USD,1.00,--
OMF,ONEMAIN HOLDINGS INC,Financials,Equity,"1,533,323.30",0.01,"1,533,323.30","29,234.00",52.45,United States,New York Stock Exchange Inc.,USD,1.00,--
UHALB,U HAUL NON VOTING SERIES N,Industrials,Equity,"1,524,326.85",0.01,"1,524,326.85","26,487.00",57.55,United States,New York Stock Exchange Inc.,USD,1.00,--
FAF,FIRST AMERICAN FINANCIAL CORP,Financials,Equity,"1,521,634.64",0.01,"1,521,634.64","27,289.00",55.76,United States,New York Stock Exchange Inc.,USD,1.00,--
LPX,LOUISIANA PACIFIC CORP,Materials,Equity,"1,520,184.16",0.01,"1,520,184.16","16,676.00",91.16,United States,New York Stock Exchange Inc.,USD,1.00,--
FCN,FTI CONSULTING INC,Industrials,Equity,"1,518,903.43",0.01,"1,518,903.43","9,311.00",163.13,United States,New York Stock Exchange Inc.,USD,1.00,--
RITM,RITHM CAPITAL CORP,Financials,Equity,"1,511,330.40",0.01,"1,511,330.40","134,460.00",11.24,United States,New York Stock Exchange Inc.,USD,1.00,--
EPRT,ESSENTIAL PROPERTIES REALTY TRUST,Real Estate,Equity,"1,507,824.95",0.01,"1,507,824.95","45,761.00",32.95,United States,New York Stock Exchange Inc.,USD,1.00,--
CZR,CAESARS ENTERTAINMENT INC,Consumer Discretionary,Equity,"1,506,275.35",0.01,"1,506,275.35","56,905.00",26.47,United States,NASDAQ,USD,1.00,--
WEX,WEX INC,Financials,Equity,"1,507,055.22",0.01,"1,507,055.22","11,031.00",136.62,United States,New York Stock Exchange Inc.,USD,1.00,--
BFB,BROWN FORMAN CORP CLASS B,Consumer Staples,Equity,"1,505,176.83",0.01,"1,505,176.83","45,323.00",33.21,United States,New York Stock Exchange Inc.,USD,1.00,--
TMHC,TAYLOR MORRISON HOME CORP,Consumer Discretionary,Equity,"1,505,367.48",0.01,"1,505,367.48","26,606.00",56.58,United States,New York Stock Exchange Inc.,USD,1.00,--
CROX,CROCS INC,Consumer Discretionary,Equity,"1,504,044.57",0.01,"1,504,044.57","14,721.00",102.17,United States,NASDAQ,USD,1.00,--
MKSI,MKS INC,Information Technology,Equity,"1,501,592.48",0.01,"1,501,592.48","17,432.00",86.14,United States,NASDAQ,USD,1.00,--
RHP,RYMAN HOSPITALITY PROPERTIES REIT,Real Estate,Equity,"1,499,860.80",0.01,"1,499,860.80","15,336.00",97.80,United States,New York Stock Exchange Inc.,USD,1.00,--
LNC,LINCOLN NATIONAL CORP,Financials,Equity,"1,496,812.12",0.01,"1,496,812.12","45,044.00",33.23,United States,New York Stock Exchange Inc.,USD,1.00,--
CFLT,CONFLUENT INC CLASS A,Information Technology,Equity,"1,497,046.09",0.01,"1,497,046.09","63,949.00",23.41,United States,NASDAQ,USD,1.00,--
AMG,AFFILIATED MANAGERS GROUP INC,Financials,Equity,"1,494,297.24",0.01,"1,494,297.24","8,286.00",180.34,United States,New York Stock Exchange Inc.,USD,1.00,--
VRNS,VARONIS SYSTEMS INC,Information Technology,Equity,"1,489,915.40",0.01,"1,489,915.40","29,930.00",49.78,United States,NASDAQ,USD,1.00,--
MTDR,MATADOR RESOURCES,Energy,Equity,"1,490,240.40",0.01,"1,490,240.40","32,538.00",45.80,United States,New York Stock Exchange Inc.,USD,1.00,--
GH,GUARDANT HEALTH INC,Health Care,Equity,"1,482,222.30",0.01,"1,482,222.30","32,370.00",45.79,United States,NASDAQ,USD,1.00,--
SIGI,SELECTIVE INSURANCE GROUP INC,Financials,Equity,"1,480,106.40",0.01,"1,480,106.40","16,556.00",89.40,United States,NASDAQ,USD,1.00,--
HOMB,HOME BANCSHARES INC,Financials,Equity,"1,473,528.88",0.01,"1,473,528.88","51,958.00",28.36,United States,New York Stock Exchange Inc.,USD,1.00,--
MMSI,MERIT MEDICAL SYSTEMS INC,Health Care,Equity,"1,455,988.60",0.01,"1,455,988.60","15,391.00",94.60,United States,NASDAQ,USD,1.00,--
SITE,SITEONE LANDSCAPE SUPPLY INC,Industrials,Equity,"1,455,238.72",0.01,"1,455,238.72","12,128.00",119.99,United States,New York Stock Exchange Inc.,USD,1.00,--
LNTH,LANTHEUS HOLDINGS INC,Health Care,Equity,"1,449,384.64",0.01,"1,449,384.64","18,656.00",77.69,United States,NASDAQ,USD,1.00,--
CDE,COEUR MINING INC,Materials,Equity,"1,449,782.40",0.01,"1,449,782.40","164,748.00",8.80,United States,New York Stock Exchange Inc.,USD,1.00,--
JBTM,JBT MAREL CORP,Industrials,Equity,"1,448,638.80",0.01,"1,448,638.80","12,390.00",116.92,United States,New York Stock Exchange Inc.,USD,1.00,--
POST,POST HOLDINGS INC,Consumer Staples,Equity,"1,445,612.77",0.01,"1,445,612.77","13,237.00",109.21,United States,New York Stock Exchange Inc.,USD,1.00,--
KNF,KNIFE RIVER CORP,Materials,Equity,"1,443,750.40",0.01,"1,443,750.40","15,140.00",95.36,United States,New York Stock Exchange Inc.,USD,1.00,--
IONS,IONIS PHARMACEUTICALS INC,Health Care,Equity,"1,441,844.80",0.01,"1,441,844.80","41,480.00",34.76,United States,NASDAQ,USD,1.00,--
QTWO,Q2 HOLDINGS INC,Information Technology,Equity,"1,437,908.75",0.01,"1,437,908.75","16,075.00",89.45,United States,New York Stock Exchange Inc.,USD,1.00,--
GPI,GROUP AUTOMOTIVE INC,Consumer Discretionary,Equity,"1,432,745.28",0.01,"1,432,745.28","3,336.00",429.48,United States,New York Stock Exchange Inc.,USD,1.00,--
AVAV,AEROVIRONMENT INC,Industrials,Equity,"1,432,873.52",0.01,"1,432,873.52","7,697.00",186.16,United States,NASDAQ,USD,1.00,--
IVZ,INVESCO LTD,Financials,Equity,"1,433,093.20",0.01,"1,433,093.20","99,176.00",14.45,United States,New York Stock Exchange Inc.,USD,1.00,--
IDCC,INTERDIGITAL INC,Information Technology,Equity,"1,430,124.10",0.01,"1,430,124.10","6,458.00",221.45,United States,NASDAQ,USD,1.00,--
TRNO,TERRENO REALTY REIT CORP,Real Estate,Equity,"1,428,750.63",0.01,"1,428,750.63","25,079.00",56.97,United States,New York Stock Exchange Inc.,USD,1.00,--
BBIO,BRIDGEBIO PHARMA INC,Health Care,Equity,"1,422,720.88",0.01,"1,422,720.88","37,919.00",37.52,United States,NASDAQ,USD,1.00,--
BOX,BOX INC CLASS A,Information Technology,Equity,"1,422,900.12",0.01,"1,422,900.12","37,074.00",38.38,United States,New York Stock Exchange Inc.,USD,1.00,--
CRUS,CIRRUS LOGIC INC,Information Technology,Equity,"1,420,267.88",0.01,"1,420,267.88","14,197.00",100.04,United States,NASDAQ,USD,1.00,--
QLYS,QUALYS INC,Information Technology,Equity,"1,411,058.88",0.01,"1,411,058.88","9,898.00",142.56,United States,NASDAQ,USD,1.00,--
CTRE,CARETRUST REIT INC,Real Estate,Equity,"1,408,924.24",0.01,"1,408,924.24","48,904.00",28.81,United States,New York Stock Exchange Inc.,USD,1.00,--
VNOM,VIPER ENERGY INC CLASS A,Energy,Equity,"1,403,606.97",0.01,"1,403,606.97","33,879.00",41.43,United States,NASDAQ,USD,1.00,--
GATX,GATX CORP,Industrials,Equity,"1,403,872.14",0.01,"1,403,872.14","8,943.00",156.98,United States,New York Stock Exchange Inc.,USD,1.00,--
HR,HEALTHCARE REALTY TRUST INC CLASS,Real Estate,Equity,"1,404,053.86",0.01,"1,404,053.86","98,461.00",14.26,United States,New York Stock Exchange Inc.,USD,1.00,--
ZWS,ZURN ELKAY WATER SOLUTIONS CORP,Industrials,Equity,"1,404,907.76",0.01,"1,404,907.76","38,554.00",36.44,United States,New York Stock Exchange Inc.,USD,1.00,--
AUR,AURORA INNOVATION INC CLASS A,Information Technology,Equity,"1,400,932.92",0.01,"1,400,932.92","242,796.00",5.77,United States,NASDAQ,USD,1.00,--
MOGA,MOOG INC CLASS A,Industrials,Equity,"1,399,009.48",0.01,"1,399,009.48","7,612.00",183.79,United States,New York Stock Exchange Inc.,USD,1.00,--
ITRI,ITRON INC,Information Technology,Equity,"1,396,955.00",0.01,"1,396,955.00","11,690.00",119.50,United States,NASDAQ,USD,1.00,--
OPCH,OPTION CARE HEALTH INC,Health Care,Equity,"1,386,684.80",0.01,"1,386,684.80","43,744.00",31.70,United States,NASDAQ,USD,1.00,--
SAIC,SCIENCE APPLICATIONS INTERNATIONAL,Industrials,Equity,"1,385,858.57",0.01,"1,385,858.57","13,399.00",103.43,United States,NASDAQ,USD,1.00,--
SPSC,SPS COMMERCE INC,Information Technology,Equity,"1,382,214.25",0.01,"1,382,214.25","9,725.00",142.13,United States,NASDAQ,USD,1.00,--
MHK,MOHAWK INDUSTRIES INC,Consumer Discretionary,Equity,"1,382,244.00",0.01,"1,382,244.00","13,740.00",100.60,United States,New York Stock Exchange Inc.,USD,1.00,--
AHR,AMERICAN HEALTHCARE REIT INC,Real Estate,Equity,"1,380,958.48",0.01,"1,380,958.48","40,051.00",34.48,United States,New York Stock Exchange Inc.,USD,1.00,--
NXST,NEXSTAR MEDIA GROUP INC,Communication,Equity,"1,377,047.28",0.01,"1,377,047.28","8,106.00",169.88,United States,NASDAQ,USD,1.00,--
MARA,MARA HOLDINGS INC,Information Technology,Equity,"1,374,625.77",0.01,"1,374,625.77","89,669.00",15.33,United States,NASDAQ,USD,1.00,--
CGNX,COGNEX CORP,Information Technology,Equity,"1,371,804.49",0.01,"1,371,804.49","44,933.00",30.53,United States,NASDAQ,USD,1.00,--
TPG,TPG INC CLASS A,Financials,Equity,"1,371,033.90",0.01,"1,371,033.90","28,170.00",48.67,United States,NASDAQ,USD,1.00,--
ATGE,ADTALEM GLOBAL EDUCATION INC,Consumer Discretionary,Equity,"1,358,829.81",0.01,"1,358,829.81","10,463.00",129.87,United States,New York Stock Exchange Inc.,USD,1.00,--
WSC,WILLSCOT HOLDINGS CORP CLASS A,Industrials,Equity,"1,357,294.86",0.01,"1,357,294.86","48,806.00",27.81,United States,NASDAQ,USD,1.00,--
GTES,GATES INDUSTRIAL PLC,Industrials,Equity,"1,353,234.96",0.01,"1,353,234.96","62,766.00",21.56,United States,New York Stock Exchange Inc.,USD,1.00,--
URBN,URBAN OUTFITTERS INC,Consumer Discretionary,Equity,"1,352,052.50",0.01,"1,352,052.50","18,649.00",72.50,United States,NASDAQ,USD,1.00,--
BCPC,BALCHEM CORP,Materials,Equity,"1,346,117.92",0.01,"1,346,117.92","8,078.00",166.64,United States,NASDAQ,USD,1.00,--
CSWI,CSW INDUSTRIALS INC,Industrials,Equity,"1,338,470.40",0.01,"1,338,470.40","4,357.00",307.20,United States,NASDAQ,USD,1.00,--
LITE,LUMENTUM HOLDINGS INC,Information Technology,Equity,"1,333,405.80",0.01,"1,333,405.80","17,172.00",77.65,United States,NASDAQ,USD,1.00,--
GNTX,GENTEX CORP,Consumer Discretionary,Equity,"1,330,267.53",0.01,"1,330,267.53","62,133.00",21.41,United States,NASDAQ,USD,1.00,--
LFUS,LITTELFUSE INC,Information Technology,Equity,"1,324,376.35",0.01,"1,324,376.35","6,235.00",212.41,United States,NASDAQ,USD,1.00,--
S,SENTINELONE INC CLASS A,Information Technology,Equity,"1,325,294.85",0.01,"1,325,294.85","73,019.00",18.15,United States,New York Stock Exchange Inc.,USD,1.00,--
RDN,RADIAN GROUP INC,Financials,Equity,"1,321,265.12",0.01,"1,321,265.12","39,137.00",33.76,United States,New York Stock Exchange Inc.,USD,1.00,--
OZK,BANK OZK,Financials,Equity,"1,316,496.15",0.01,"1,316,496.15","29,223.00",45.05,United States,NASDAQ,USD,1.00,--
FMC,FMC CORP,Materials,Equity,"1,315,269.10",0.01,"1,315,269.10","32,710.00",40.21,United States,New York Stock Exchange Inc.,USD,1.00,--
ALKS,ALKERMES,Health Care,Equity,"1,315,528.90",0.01,"1,315,528.90","42,070.00",31.27,United States,NASDAQ,USD,1.00,--
MDGL,MADRIGAL PHARMACEUTICALS INC,Health Care,Equity,"1,310,845.69",0.01,"1,310,845.69","4,609.00",284.41,United States,NASDAQ,USD,1.00,--
GBCI,GLACIER BANCORP INC,Financials,Equity,"1,310,847.20",0.01,"1,310,847.20","31,330.00",41.84,United States,New York Stock Exchange Inc.,USD,1.00,--
BOOT,BOOT BARN HOLDINGS INC,Consumer Discretionary,Equity,"1,309,040.59",0.01,"1,309,040.59","8,101.00",161.59,United States,New York Stock Exchange Inc.,USD,1.00,--
ADMA,ADMA BIOLOGICS INC,Health Care,Equity,"1,309,685.52",0.01,"1,309,685.52","64,012.00",20.46,United States,NASDAQ,USD,1.00,--
MOD,MODINE MANUFACTURING,Consumer Discretionary,Equity,"1,309,960.82",0.01,"1,309,960.82","14,119.00",92.78,United States,New York Stock Exchange Inc.,USD,1.00,--
APPF,APPFOLIO INC CLASS A,Information Technology,Equity,"1,303,882.55",0.01,"1,303,882.55","5,977.00",218.15,United States,NASDAQ,USD,1.00,--
NOV,NOV INC,Energy,Equity,"1,294,164.00",0.01,"1,294,164.00","104,200.00",12.42,United States,New York Stock Exchange Inc.,USD,1.00,--
DAR,DARLING INGREDIENTS INC,Consumer Staples,Equity,"1,290,936.57",0.01,"1,290,936.57","42,009.00",30.73,United States,New York Stock Exchange Inc.,USD,1.00,--
FNB,FNB CORP,Financials,Equity,"1,291,617.28",0.01,"1,291,617.28","93,056.00",13.88,United States,New York Stock Exchange Inc.,USD,1.00,--
HWC,HANCOCK WHITNEY CORP,Financials,Equity,"1,289,256.80",0.01,"1,289,256.80","23,390.00",55.12,United States,NASDAQ,USD,1.00,--
UBSI,UNITED BANKSHARES INC,Financials,Equity,"1,287,641.78",0.01,"1,287,641.78","35,482.00",36.29,United States,NASDAQ,USD,1.00,--
TGTX,TG THERAPEUTICS INC,Health Care,Equity,"1,287,858.11",0.01,"1,287,858.11","35,371.00",36.41,United States,NASDAQ,USD,1.00,--
LSTR,LANDSTAR SYSTEM INC,Industrials,Equity,"1,284,268.16",0.01,"1,284,268.16","9,142.00",140.48,United States,NASDAQ,USD,1.00,--
HXL,HEXCEL CORP,Industrials,Equity,"1,279,122.46",0.01,"1,279,122.46","22,981.00",55.66,United States,New York Stock Exchange Inc.,USD,1.00,--
ACIW,ACI WORLDWIDE INC,Information Technology,Equity,"1,277,600.95",0.01,"1,277,600.95","27,305.00",46.79,United States,NASDAQ,USD,1.00,--
LEA,LEAR CORP,Consumer Discretionary,Equity,"1,274,648.18",0.01,"1,274,648.18","14,261.00",89.38,United States,New York Stock Exchange Inc.,USD,1.00,--
BIPC,BROOKFIELD INFRASTRUCTURE CORP CLA,Utilities,Equity,"1,273,552.52",0.01,"1,273,552.52","31,322.00",40.66,Canada,New York Stock Exchange Inc.,USD,1.00,--
ROIV,ROIVANT SCIENCES LTD,Health Care,Equity,"1,271,022.35",0.01,"1,271,022.35","113,030.00",11.24,United States,NASDAQ,USD,1.00,--
CHX,CHAMPIONX CORP,Energy,Equity,"1,267,088.40",0.01,"1,267,088.40","51,010.00",24.84,United States,NASDAQ,USD,1.00,--
ONTO,ONTO INNOVATION INC,Information Technology,Equity,"1,267,322.19",0.01,"1,267,322.19","13,269.00",95.51,United States,New York Stock Exchange Inc.,USD,1.00,--
COLB,COLUMBIA BANKING SYSTEM INC,Financials,Equity,"1,265,150.56",0.01,"1,265,150.56","53,974.00",23.44,United States,NASDAQ,USD,1.00,--
GXO,GXO LOGISTICS INC,Industrials,Equity,"1,265,974.65",0.01,"1,265,974.65","30,735.00",41.19,United States,New York Stock Exchange Inc.,USD,1.00,--
AN,AUTONATION INC,Consumer Discretionary,Equity,"1,261,980.06",0.01,"1,261,980.06","6,809.00",185.34,United States,New York Stock Exchange Inc.,USD,1.00,--
RHI,ROBERT HALF,Industrials,Equity,"1,259,163.75",0.01,"1,259,163.75","28,075.00",44.85,United States,New York Stock Exchange Inc.,USD,1.00,--
PLMR,PALOMAR HOLDINGS INC,Financials,Equity,"1,258,268.60",0.01,"1,258,268.60","7,186.00",175.10,United States,NASDAQ,USD,1.00,--
LAZ,LAZARD INC,Financials,Equity,"1,255,494.24",0.01,"1,255,494.24","28,743.00",43.68,United States,New York Stock Exchange Inc.,USD,1.00,--
BYD,BOYD GAMING CORP,Consumer Discretionary,Equity,"1,254,791.85",0.01,"1,254,791.85","16,809.00",74.65,United States,New York Stock Exchange Inc.,USD,1.00,--
TXNM,TXNM ENERGY INC,Utilities,Equity,"1,254,944.40",0.01,"1,254,944.40","22,180.00",56.58,United States,New York Stock Exchange Inc.,USD,1.00,--
SWX,SOUTHWEST GAS HOLDINGS INC,Utilities,Equity,"1,252,560.00",0.01,"1,252,560.00","17,000.00",73.68,United States,New York Stock Exchange Inc.,USD,1.00,--
ABG,ASBURY AUTOMOTIVE GROUP INC,Consumer Discretionary,Equity,"1,253,873.22",0.01,"1,253,873.22","5,366.00",233.67,United States,New York Stock Exchange Inc.,USD,1.00,--
ESI,ELEMENT SOLUTIONS INC,Materials,Equity,"1,249,530.42",0.01,"1,249,530.42","58,362.00",21.41,United States,New York Stock Exchange Inc.,USD,1.00,--
PEGA,PEGASYSTEMS INC,Information Technology,Equity,"1,250,450.04",0.01,"1,250,450.04","12,502.00",100.02,United States,NASDAQ,USD,1.00,--
JHG,JANUS HENDERSON GROUP PLC,Financials,Equity,"1,247,879.26",0.01,"1,247,879.26","34,339.00",36.34,United States,New York Stock Exchange Inc.,USD,1.00,--
